funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Friends of the Ouray Public Library,2500.00,Ouray,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Friends of the Wright Opera House,25000.00,Ouray,Capital,Arts and Culture,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Girls on the Run of the Grand Valley,5000.00,Grand Junction,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison Council for the Arts,3200.00,Gunnison,General Operating,Arts and Culture,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison Watershed School District RE 1J,1800.00,Gunnison,Program,Education,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,5000.00,Grand Junction,Program,Health,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Karis, Inc.",5000.00,Grand Junction,Program,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"Maslow Academy of Applied Learning, Inc.",5000.00,Montrose,Program,Education,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa State College Foundation,5000.00,Grand Junction,Program,Education,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Mesa Youth Services, Inc.",2500.00,Grand Junction,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Ouray County Food Pantry,2500.00,Ouray,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Riverside Educational Center,2500.00,Grand Junction,General Operating,Education,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,San Miguel Mentoring Program,2000.00,Telluride,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,"Six Points Evaluation and Training, Inc.",15000.00,Gunnison,Capital,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,2500.00,Montrose,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"Welcome Home Montrose, Inc.",2500.00,Montrose,General Operating,Human Services,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Western Council Boy Scouts of America,2500.00,Grand Junction,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,Wright Stuff Community Foundation,5000.00,Norwood,General Operating,Civic and Community,9/29/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Avalon Theatre Foundation, Inc.",50000.00,Grand Junction,Capital,Arts and Culture,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"CASA of the Seventh Judicial District, Inc.",5000.00,Montrose,General Operating,Human Services,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Delta,City of Delta,25000.00,Delta,Capital,Civic and Community,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Gunnsion,City of Gunnison,10000.00,Gunnison,Capital,Civic and Community,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Delta,Creamery Arts Center,1500.00,Hotchkiss,General Operating,Arts and Culture,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction,Program,Education,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,Hilltop Health Services Corporation,54598.00,Grand Junction,Program,Education,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,Magic Circle Players,10000.00,Montrose,Capital,Arts and Culture,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa Developmental Services,10000.00,Grand Junction,Capital,Human Services,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction,Program,Civic and Community,8/20/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Child and Migrant Services, Inc.",7500.00,Palisade,General Operating,Human Services,5/8/13,,,,
El Pomar Foundation,2013,WesternSlope,Delta,Delta County Citizens for Animal Welfare and Shelter,10000.00,Paonia,General Operating,Civic and Community,5/8/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa State College Foundation,75000.00,Grand Junction,Program,Education,5/8/13,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education,5/8/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Colorado Mesa University,50000.00,Grand Junction,Program,Civic and Community,2/27/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa County Library District,50000.00,Grand Junction,Capital,Education,2/27/13,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Mesa Youth Services, Inc.",20000.00,Grand Junction,Program,Human Services,2/27/13,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,Telluride Foundation,12000.00,Telluride,Program,Civic and Community,2/27/13,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction,Capital,Disabled Persons,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club,15000.00,Montrose,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Center for the Arts,3500.00,Crested Butte,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,City of Gunnison,7106.00,Gunnison,Capital,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Court Appointed Special Advocates of Mesa County,5000.00,Grand Junction,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Crested Butte Music Festival,2500.00,Crested Butte,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Grand Junction Housing Authority,10000.00,Grand Junction,Capital,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Gunnison County Library District,6000.00,Gunnison,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,WesternSlope,Hinsdale,Hinsdale County Historical Society,2500.00,Lake City,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Housing Resources of Western Colorado,10000.00,Grand Junction,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Legends of the Grand Valley, Inc.",5000.00,Grand Junction,Program,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",15000.00,Grand Junction,Other,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",5000.00,Grand Junction,General Operating,"Philanthropy, Volunteerism, Grants",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa State College Foundation,13130.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County Health and Human Services,2500.00,Montrose,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Museum of Western Colorado,10000.00,Grand Junction,Capital,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Delta,"North Fork Valley Public Radio, Inc.",2500.00,Paonia,Program,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox,Program,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Rimrocker Historical Society of Western Montrose County,1500.00,Nucla,Other,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,General Operating,,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,St. Mary's Hospital Foundation,50000.00,Grand Junction,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Adaptive Ski Program,7500.00,Telluride,Capital,Disabled Persons,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Western Colorado Area Health Education Center,5000.00,Grand Junction,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison,General Operating,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Western State College Foundation,50000.00,Gunnison,Capital,Education,,,,,
El Pomar Foundation,2009,WesternSlope,San Miguel,"Angel Baskets, Inc.",27500.00,Telluride,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Casa of the Seventh Judicial District, Inc.",10000.00,Montrose,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Court Appointed Special Advocates of Mesa County,5000.00,Grand Junction,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Food Bank of the Rockies,5000.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach,12500.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Gunnison Country Food Pantry,5000.00,Gunnison,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",7500.00,Grand Junction,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,Delta,Surface Creek Community Services,5000.00,Cedaredge,Program,Human Services,,,,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Philanthropy, Volunteerism, Grants",,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Boy Scouts of America, Western Colorado Council",7500.00,Grand Junction,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",2500.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Ariel Clinical Services,2500.00,Grand Junction,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Girls on the Run of the Grand Valley,2500.00,Grand Junction,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Hinsdale,Hinsdale County Public Health and Community Services,3000.00,Lake City,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,2500.00,Grand Junction,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Colorado Future Farmers of America Foundation,1500.00,Montrose,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Club 20 Education and Research Foundation, Inc.",15000.00,Grand Junction,Event,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Club 20 Education and Research Foundation, Inc.",1870.00,Grand Junction,Event,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Colorado Discover Ability Integrated Outdoor Adventures,1500.00,Grand Junction,General Operating,Disabled Persons,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa County Business Education Foundation,1500.00,Grand Junction,Program,"Employment, Job training",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa State College Foundation,20000.00,Grand Junction,Not Provided,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa State College Foundation,50000.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction,Student Aid/Scholarship,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Mesa Youth Services, Inc.",3000.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Western Colorado Center of the Arts,1500.00,Grand Junction,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",25000.00,Grand Junction,Other,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,3000.00,Montrose,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,Program,Children and Youth Services,,,,,
El Pomar Foundation,2009,WesternSlope,Delta,Delta County Meth Task Force,35000.00,Hotchkiss,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Gunnison Area Community Foundation,10000.00,Gunnison,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Gunnison,Gunnison Country Partners,1500.00,Gunnison,General Operating,,,,,,
El Pomar Foundation,2009,WesternSlope,Mesa,Hilltop Health Services Corporation,3000.00,Grand Junction,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Hinsdale,Lake City Arts Council,1500.00,Lake City,Not Provided,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County Department of Health and Human Services,1500.00,Montrose,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County School District RE-1J,75000.00,Montrose,Capital,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose Regional Library District,25000.00,Montrose,Capital,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,WesternSlope,Ouray,Mount Sneffels Education Foundation,2500.00,Ouray,General Operating,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,6000.00,Ridgway,General Operating,Education,,,,,
El Pomar Foundation,2009,WesternSlope,Ouray,San Juan Riding Program,1500.00,Ridgway,General Operating,Animal Protection and Welfare,,,,,
El Pomar Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,1500.00,Telluride,Program,,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Grand Junction Imagination Library,2500.00,Grand Junction,Program,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Rimrocker Historical Society of Western Colorado,1500.00,Nucla,Other,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,WesternSlope,Ouray,Weehawken Creative Arts (WCA),2500.00,Ridgway,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,"Center for Enriched Communications, Inc.",5000.00,Grand Junction,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,City of Fruita,25000.00,Fruita,Capital,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,"Mesa County Land Conservancy, Inc.",5000.00,Grand Junction,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,United Way of Mesa County,10000.00,Grand Junction,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Ah Haa School for the Arts,10000.00,Telluride,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Joint School District 50J,10000.00,Delta,Program,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Riverside Educational Center,10000.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Hinsdale,Lake Fork Health Services District,25000.00,Lake City,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Medical Center Foundation,25000.00,Telluride,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",5000.00,Palisade,General Operating,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Christ's Kitchen,2500.00,Montrose,General Operating,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Meth Task Force,5000.00,Delta,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Habitat for Humanity of Mesa County,20000.00,Grand Junction,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Hospice & Palliative Care of Western Colorado,10000.00,Grand Junction,General Operating,Hospice,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction,General Operating,Disabled Persons,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Tree House Center for Troubled Youth,5000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Ouray,Animal Humane Society of Ouray County,5000.00,Ridgway,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Citizens for Animal Welfare and Shelters,5000.00,Crawford,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,"Gunnison Valley Animal Welfare League, Inc.",5000.00,Gunnison,General Operating,Animal Protection and Welfare,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Spirt Wind Horse Rescue,2500.00,Hotchkiss,Other,Animal Protection and Welfare,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,"Angel Baskets, Inc.",5000.00,Norwood,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",8000.00,Montrose,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2010,WesternSlope,Hinsdale,Christian Community Service,5000.00,Lake City,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County School District 50-J,1000.00,Delta,Program,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,"Delta Food Pantry, Inc.",2500.00,Delta,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Gunnison Country Food Pantry,5000.00,Gunnison,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Gunnison County Health and Human Services,2500.00,Gunnison,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Hilltop Health Services Corporation,5000.00,Montrose,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,15000.00,Grand Junction,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,"Jubilee House of Gunnison County, Inc.",3000.00,Gunnison,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,"Marillac Clinic, Inc.",10000.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",3000.00,Montrose,Program,Disabled Persons,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",2500.00,Montrose,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,"Rotary Club of Paonia Foundation, Inc.",1000.00,Paonia,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,San Miguel Resource Center,2000.00,Telluride,Program,"Domestic Violence Shelters, Services",,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,"Sharing Ministries, Inc",3000.00,Montrose,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,Ouray,United Church of the San Juans,1500.00,Ouray,Program,Human Services,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,"Mesa Youth Services, Inc.",4000.00,Grand Junction,General Operating,,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Joint School District 50J,1000.00,Delta,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Gunnison Country Partners,3000.00,Gunnison,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa County Business Education Foundation,15000.00,Grand Junction,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa State College Foundation,50000.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa State College Foundation,10000.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa State College Foundation,25000.00,Grand Junction,Event,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction,Student Aid/Scholarship,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Riverside Educational Center,1500.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Western Colorado Math & Science Center,1500.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Black Canyon Boys & Girls Club,5000.00,Montrose,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Bright Futures,30000.00,Telluride,Other,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County,10000.00,Delta,Program,"Public safety, Emergency relief",,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Joint School District 50J,5000.00,Delta,Other,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Delta,Delta County Joint School District 50J,1500.00,Delta,Program,Education,,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Gunnison Council for the Arts,1500.00,Gunnison,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,WesternSlope,Gunnison,Gunnison County Health and Human Services,10000.00,Gunnison,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,25000.00,Grand Junction,Capital,Hospice,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1500.00,Grand Junction,Program,Hospice,,,,,
El Pomar Foundation,2010,WesternSlope,Hinsdale,Lake City Arts Council,1500.00,Lake City,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,1500.00,Montrose,Program,Children and Youth Services,,,,,
El Pomar Foundation,2010,WesternSlope,Mesa,Quality Health Network,5000.00,Grand Junction,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,35000.00,Telluride,Program,Health                                                                     ,,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,1500.00,Norwood,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2010,WesternSlope,San Miguel,Telluride High School,5000.00,Telluride,Other,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Crested Butte Mountain Heritage Museum,1000.00,Crested Butte,Capital,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2011,WesternSlope,Delta,"Altrusa International of Delta, Colorado, Inc.",2500.00,Delta,Other,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Girls On The Run of the Grand Valley,2000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,"Grand Junction Baseball Committee, Inc.",50000.00,Grand Junction,Capital,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,25000.00,Grand Junction,Capital,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Kids Pasta Project,2500.00,Delta,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",10000.00,Montrose,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Watershed Coalition,20000.00,Telluride,Program,"Environment, Conservation",,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Council for the Arts and Humanities,5000.00,Telluride,General Operating,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Town of Crested Butte,25000.00,Crested Butte,Capital,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,Capital,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,Mesa State College Foundation,5000.00,Montrose,Not Provided,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Telluride Academy,5000.00,Telluride,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Western Colorado Math and Science Center,15000.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Western State College Foundation,5000.00,Gunnison,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,10000.00,Norwood,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,12500.00,Montrose,General Operating,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Habitat for Humanity of Gunnison Valley,5000.00,Gunnison,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Pro Bono Project of Mesa County,2500.00,Grand Junction,Program,Legal Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,Program,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose Animal Protection Agency,2500.00,Montrose,Program,Animal Protection and Welfare,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",6000.00,Montrose,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,1500.00,Delta,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,"Delta Food Pantry, Inc",2000.00,Delta,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,Delta-Montrose Electrice Association Charitable Trust,10000.00,Montrose,Program,,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,5000.00,Grand Junction,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Food Pantry,7500.00,Gunnison,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison County Health and Human Services,12000.00,Gunnison,Program,Health                                                                     ,,,,,
