funder,year,region,county,nonprofit,amount,city,type,category
Anschutz Family Foundation,2012,Western Slope,Pitkin,RESPONSE: Help for Survivors of Domestic Violence & Sexual Assault,5000,Aspen,Program,Crisis Intervention ,,,,,
Anschutz Family Foundation,2012,Western Slope,Pitkin,English in Action,5000,Basalt,General Operating,Self Sufficiency,,,,,
AV Hunter Trust,2012,Western Slope,Eagle,Bright Future Foundation,5000,Avon,Program,Indigent,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Eagle,SOS Outreach,5000,Avon,Program,Youth,11/19/12,,,,
AV Hunter Trust,2012,Western Slope,Garfield,WindWalkers - Equine Assisted Learning & Therapy Center,5000,Carbondale,General Operating,Disabled,11/19/12,,,,
AV Hunter Trust,2012,Western Slope,Garfield,WindWalkers - Equine Assisted Learning & Therapy Center,5000,Carbondale,General Operating,Disabled,12/18/12,,,,
AV Hunter Trust,2012,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Indigent,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Garfield,Family Visitor Programs,15000,Glenwood Springs,Program,Youth,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,Counseling and Education Center,7500,Grand Junction,General Operating,Indigent,5/21/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,Program,Youth,5/21/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Youth,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,Grand Valley Catholic Outreach,5000,Grand Junction,General Operating,Indigent,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Youth,8/27/12,,,,
AV Hunter Trust,2012,Western Slope,Mesa,"Mesa County RSVP, Inc.",15000,Grand Junction,Program,Seniors,11/19/12,,,,
Boettcher Foundation,2012,Western Slope,Mesa,Colorado Mesa University,15000,Grand Junction,Scholarship Support,,,,,,
Boettcher Foundation,2012,Western Slope,Mesa,Grand Junction Baseball Committee,50000,Grand Junction,Capital,,,,,,
Boettcher Foundation,2012,Western Slope,Mesa,Mesa Developmental Services,25000,Grand Junction,Capital,,,,,,
Boettcher Foundation,2012,Western Slope,Pitkin,The Thrift Shop of Aspen,25000,Aspen,Capital,,,,,,
Caring for Colorado Foundation,2012,Western Slope,Mesa,"Child and Migrant Services, Inc.",23000,Palisade,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Mesa,Hilltop Community Resources,35000,Grand Junction,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.",39885,Grand Junction,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Eagle,Eagle County Schools,50000,Eagle,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Eagle,"Vail Valley Charitable Fund, Inc.",10400,Edwards,Program,Health,1009 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Garfield,"Family Visitor Programs of Garfield County, Inc.",79000,Glenwood Springs,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Garfield,Garfield County Public Health,56528,Rifle,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Garfield,Mountain Family Health Centers,100000,Glenwood Springs,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Western Slope,Garfield,Roaring Fork Family Resource Centers,40000,Carbondale,Program,Health,996 dated Oct 2011 through Sept 2012 ,,,,
Daniels Fund,2012,Western Slope,Delta,Delta County Meth Task Force,45000,Delta,General Operating,Alcoholism and Substance Abuse,,,,,
Daniels Fund,2012,Western Slope,Delta,Delta County School District 50J,35000,Delta,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Western Slope,Delta,Volunteers of America - Senior Community Meals,25000,Eckert,Program,Aging,,,,,
Daniels Fund,2012,Western Slope,Mesa,"Boy Scouts of America, Western Colorado Council",25000,Grand Junction,General Operating,Youth Development,,,,,
Daniels Fund,2012,Western Slope,Mesa,Girls on the Run of the Grand Valley,10000,Grand Junction,General Operating,Amateur Sports,,,,,
Daniels Fund,2012,Western Slope,Mesa,Grand Valley Catholic Outreach,25000,Grand Junction,Capital,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,2500,Grand Junction,Program,Youth Development,,,,,
Daniels Fund,2012,Western Slope,Mesa,Kans Incorporated,20000,Grand Junction,Program,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Western Slope,Mesa,Mesa Youth Services ,20000,Grand Junction,Program,Youth Development,,,,,
Daniels Fund,2012,Western Slope,Mesa,Sain Mary's Hospital Development Foundation,52000,Grand Junction,Program,Aging,,,,,
Daniels Fund,2012,Western Slope,Mesa,"The Tree House Center for Troubled Youth, Inc.",15000,Grand Junction,Program,Youth Development,,,,,
Daniels Fund,2012,Western Slope,Eagle,The Youth Foundation,25000,Edwards,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Western Slope,Garfield,Colorado Baptist General Convention - Feed My Sheep Ministry,10000,New Castle,General Operating,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Western Slope,Garfield,Computers for Kids Foundation,75000,Carbondale,Program,Youth Development,,,,,
Daniels Fund,2012,Western Slope,Garfield,The Manaus Fund,80000,Carbondale,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Western Slope,Garfield,Valley View Hospital Association,30000,Glenwood Springs,Program,Alcoholism and Substance Abuse,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta Montrose Youth Services,10000,Montrose,General Operating,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Surface Creek Community Services,2000,Cedaredge,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County Joint School District 50J,15000,Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County Joint School District 50J,2500,Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County School District 50J,1500,Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County School District 50J,1000,Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Colorado Plateau Mountain-Bike Trail Association, Inc.",15000,Grand Junction,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Girls on the Run of the Grand Valley,5000,Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Grand Junction High School,15000,Grand Junction,Program,Education ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,25000,Grand Junction,Capital,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.",15000,Grand Junction,General Operating,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,St. Mary's Hospital Foundation,50000,Grand Junction,Program,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Karis, Inc.",5000,Grand Junction,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Mesa County Retired and Senior Volunteer Program, Inc.",10000,Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Strong Families Safe Kids,5000,Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.",5000,Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,5000,Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Homeward Bound of the Grand Valley, Inc.",7500,Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.",10000,Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Western Colorado Council, Boy Scouts of America",5000,Grand Junction,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Riverside Educational Center,2000,Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Tree House Center for Troubled Youth, Inc.",2000,Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Western Colorado Suicide Prevention Foundation,3000,Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,2500,Grand Junction,General Operating,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Mesa Youth Services, Inc.",5000,Grand Junction,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Riverside Educational Center,2500,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Vail Valley Foundation,25000,Vail,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Vail Valley Foundation,40000,Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Youth Foundation,30000,Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Eagle County School District,20000,Eagle,Program,Education ,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Bright Future Foundation for Eagle County,5000,Avon,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Food Rescue Express of Eagle County,1000,Edwards,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Salvation Army Vail Valley,9000,Vail,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,SOS Outreach,2000,Avon,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Bright Future Foundation for Eagle County,5000,Avon,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Vail Valley Foundation,5000,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Vail Valley Foundation,2500,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Vail Valley Foundation,2500,Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Eagle,Youth Foundation,10000,Edwards,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Carbondale Council on Arts and Humanities ,2500,Carbondale,Program,Arts & Humanities,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Valley View Hospital Association,7500,Glenwood Springs,Program,Health,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Manaus Fund,7500,Carbondale,Program,Education ,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Youthzone,10000,Glenwood Springs,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Life Inter-Faith Team on Unemployment and Poverty,5000,Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Mountain Family Health Centers,5000,Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Aspen to Parachute Dental Health Alliance,5000,Glenwood Springs,General Operating,Health,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,"Colorado West, Inc.",20000,Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Early Childhood Network,90000,Glenwood Springs,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,Youthzone,10000,Glenwood Springs,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,"River Bridge Regional Center, Inc.",5000,Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Garfield,"Roaring Fork Friends of the Theater, Inc.",2500,Carbondale,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2012,Western Slope,Pitkin,Aspen Community Foundation,3500,Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Pitkin,Aspen Valley Medical Foundation Limited,3000,Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Pitkin,Pitkin County Health and Human Services,5000,Aspen,Program,Health,,,,,
El Pomar Foundation,2012,Western Slope,Pitkin,Aspen Valley Medical Foundation ,20000,Aspen,General Operating,Education,,,,,
Gates Family Foundation,2012,Western Slope,Delta,High Country News,22500,Paonia,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Western Slope,Delta,Needlerock Health Clinic,50000,Crawford,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Western Slope,Garfield,Garfield County Public Library District,20000,Rifle,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Western Slope,Garfield,Sonoran Institute,100500,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Western Slope,Mesa,Mesa Land Trust,34000,Grand Junction,General Operating,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Western Slope,Mesa,Mesa Land Trust,35000,Grand Junction,Capital,"Environment, Conservation",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,27500,Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.",22500,Grand Junction,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.",20000,Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Mesa Youth Service, Inc.",20000,Grand Junction,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Child and Migrant Services, Inc.",15000,Palisade,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,10000,Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Western Slope Center for Children,10000,Grand Junction,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,"Colorado Mountain College Foundation, Inc.",40000,Glenwood Springs,Program,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,Family Visitor Program of Garfield County,20000,Glenwood Springs,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,YouthZone,20000,Glenwood Springs,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,Columbine Home Health,15000,Glenwood Springs,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,Advocate Safehouse Project,12500,Glenwood Springs,Program,"Domestic Violence Shelters, Services",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Garfield,Mpower,7500,New Castle,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Delta,North Fork Community Montessori School,15000,Hotchkiss,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Delta,Delta County School District #50,14000,Delta,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Delta,Little Sprouts Community Preschool,12000,Cedaredge,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,Eagle Valley Child Care Association,35000,Vail,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,Eagle County School District RE-50J,25000,Eagle,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,Foundation of Trustees for the Family Learning Center,20000,Edwards,student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,The Youth Foundation,20000,Edwards,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,Early Childhood Partners,15000,Eagle,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,The Literacy Project,10000,Minturn,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Eagle,Red Ribbon Project,8000,Avon,Program,,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Family Visitor Program of Garfield County,60000,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Roaring Fork School District RE-1,25000,Carbondale,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Mountain Board of Cooperative Educational Services,25000,Glenwood Springs,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Garfield County Public Library Foundation,20000,Rifle,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,The Manaus Fund,20000,Carbondale,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,New Creation Church of Glenwood,18000,Glenwood Springs,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Early Childhood Network,15000,Glenwood Springs,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Our School,15000,Glenwood Springs,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Garfield County School District 16,10480,Parachute,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Garfield,Mountain Family Health Center,6600,Glenwood Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Mesa District Group of CAEYC,42000,Grand Junction,Program,,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,35000,Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,30000,Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,25000,Grand Junction,General Operating,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,"Strong Families, Safe Kids",15000,Grand Junction,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,St. Mary's Hospital and Medical Center,10000,Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,"Colorado West Regional Mental Health Center, Inc.",5000,Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Grand Junction Imagination Library,5000,Grand Junction,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,5000,Grand Junction,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Mesa,Kids Aid,5000,Grand Junction,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Western Slope,Pitkin,Rural Resort Region Early Childhood Council,60000,Aspen,Other,"Community, Public Affairs",,,,,
The Colorado Health Foundation,2012,Western Slope,Delta,Delta County School District 50(J),406897,Delta,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,15000,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Hospice and Pallliative Care of Western Colorado,188000,Grand Junction,Program,Hospice,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa County Retired and Senior Volunteer Program ,120000,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa County Valley School District 51,275000,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Mesa Development Services,7000,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,Quality Health Network,653500,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Mesa,St. Mary's Family Medical Center,199100,Grand Junction,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Eagle,Eagle County Government,86000,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Eagle,Eagle County School District,489458,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Eagle,Western Eagle County Ambulance District,75000,Eagle,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Eagle,Youth Foundation,368700,Avon,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Garfield,"Colorado West, Inc.",200000,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Garfield,Family Visitor Program of Garfield County,237716,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Garfield,Mountain Family Heatlh Center,400000,Glenwood Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Garfield,The Manaus Fund,210816,Carbondale,Program,Health,,,,,
The Colorado Health Foundation,2012,Western Slope,Pitkin,Children's Health Foundation,112551,Aspen,Program,Health,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Partnership for Children and Families,122000,Grand Junction,Program,Access to Health,,,,,
The Colorado Trust,2012,Western Slope,Mesa,John McConnell Math & Science Center of Western Colorado,10000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Land Conservancy Inc.,5000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.",10000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Colorado Mesa University Foundation,20000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Colorado Riverfront Foundation, Inc.",10000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,John McConnell Math & Science Center of Western Colorado,10000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Mesa County Land Conservancy Inc.,2000,Grand Junction,Matching,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,"Western Colorado Center for the Arts, Inc.",2000,Grand Junction,Matching,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,Directed,,,,,,
The Colorado Trust,2012,Western Slope,Mesa,Riverside Educational Center,5000,Grand Junction,Directed,,,,,,
Adolph Coors Foundation,2013,Western Slope,Mesa,Girls On the Run of Western Colorado,5000,Grand Junction,General Operating,Youth,7/31/13
Adolph Coors Foundation,2013,Western Slope,Mesa,Mesa County Public Library Foundation,10000,Grand Junction,Capital,Economic Development,3/29/13
Adolph Coors Foundation,2013,Western Slope,Mesa,Boy Scouts - Western Colorado Council,10000,Grand Junction,General Operating,Youth,11/27/13
Adolph Coors Foundation,2013,Western Slope,Eagle,Walking Mountains Science Center,10000,Avon,Program,Youth,3/29/13
Adolph Coors Foundation,2013,Western Slope,Garfield,Computers for Kids Foundation,10000,Carbondale,General Operating,Youth,3/29/13
Adolph Coors Foundation,2013,Western Slope,Garfield,New Ute Theatre Society,25000,Rifle,General Operating,Economic Development,3/29/13
Anschutz Family Foundation,2013,Western Slope,Delta,Delta County Citizens for Animal Welfare and Shelter,5000,Paonia,General Operating,Humane Animal Services,11/30/13
Anschutz Family Foundation,2013,Western Slope,Delta,Drug Free Delta County,5000,Delta,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Western Slope,Delta,Mountain Harvest Festival,2500,Paonia,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Western Slope,Delta,The Abraham Connection,7500,Delta,General Operating,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Western Slope,Delta,Valley Food Partnership,5000,Hotchkiss,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,Western Slope,Mesa,Community Food Bank,7500,Grand Junction,General Operating,Food/Shelter/Homeless,4/30/13
Anschutz Family Foundation,2013,Western Slope,Mesa,Food Bank of the Rockies,10000,Palisade,Program,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.",7500,Grand Junction,General Operating,Food/Shelter/Homeless,4/30/13
Anschutz Family Foundation,2013,Western Slope,Mesa,Grand Valley Peace & Justice,9250,Grand Junction,General Operating,Food/Shelter/Homeless,11/30/13
Anschutz Family Foundation,2013,Western Slope,Mesa,Western Slope Center for Children,5000,Grand Junction,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Western Slope,Eagle,English in Action,5000,Basalt,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Western Slope,Eagle,"Habitat for Humanity of Eagle and Lake Counties, Inc.",8000,Avon,Program,Low Income Housing,11/30/13
Anschutz Family Foundation,2013,Western Slope,Eagle,Roaring Fork Outdoor Volunteers,5000,Basalt,Program,Youth Development,4/30/13
Anschutz Family Foundation,2013,Western Slope,Eagle,SOS Outreach,8000,Avon,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,"Alpine Legal Services, Inc.",7500,Glenwood Springs,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,Family Resource Center of the Roaring Fork School District,5000,Carbondale,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,Family Visitor Programs,7500,Glenwood Springs,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,Literacy Outreach,5000,Glenwood Springs,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,"River Center of New Castle, Inc.",5000,New Castle,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,"Sopris Sun, LLC",5000,Carbondale,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,Third Street Center,10000,Carbondale,General Operating,"Civic, Community, and Capacity Building",11/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,WindWalkers,5000,Carbondale,Program,Disabled,4/30/13
Anschutz Family Foundation,2013,Western Slope,Garfield,YouthZone,10000,Glenwood Springs,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Western Slope,Pitkin,The Buddy Program,7500,Aspen,General Operating,Youth Development,11/30/13
AV Hunter Trust,2013,Western Slope,Eagle,Bright Future Foundation,5000,Avon,Program,Indigent,8/29/13
AV Hunter Trust,2013,Western Slope,Eagle,SOS Outreach,5000,Avon,Program,Youth,11/18/13
AV Hunter Trust,2013,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Indigent,8/29/13
AV Hunter Trust,2013,Western Slope,Garfield,Family Visitor Programs,11250,Glenwood Springs,Program,Youth,8/29/13
AV Hunter Trust,2013,Western Slope,Mesa,Counseling and Education Center,7500,Grand Junction,General Operating,Indigent,5/22/13
AV Hunter Trust,2013,Western Slope,Mesa,Mesa County Partners,7500,Grand Junction,Program,Youth,5/22/13
AV Hunter Trust,2013,Western Slope,Mesa,CASA of Mesa County,5000,Grand Junction,General Operating,Youth,8/29/13
AV Hunter Trust,2013,Western Slope,Mesa,Grand Valley Catholic Outreach,5000,Grand Junction,General Operating,Indigent,8/29/13
