funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
The Colorado Health Foundation,2013,Mountain,Lake,Lake County School District R-1,100000.00,Leadville,Capital,,10/17/13,,,,
The Colorado Trust,2009,Mountain,Pitkin,"City of Aspen, Kids First",7500.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Mountain,Summit,Early Childhood Options,5669.00,Dillon,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Mountain,Pitkin,"Rocky Mountain Institute, Inc.",10000.00,Snowmass,General Operating,"Environment, Conservation",,,,,
The Colorado Trust,2010,Mountain,Eagle,Eagle Care Medical Clinic,25000.00,Vail ,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Mountain,Summit,Rural Resort Region Early Childhood Council- Northeast Division,93000.00,Dillon,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Mountain,Pitkin,Rural Resort Region Early Childhood Council- Western Division,25000.00,Aspen,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Mountain,Summit,Summit Community Care Clinic,25000.00,Frisco,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Mountain,Pitkin,"Rocky Mountain Institute, Inc.",1000.00,Snowmass,General Operating,"Environment, Conservation",,,,,
The Colorado Trust,2011,Mountain,Summit,"Footprints Adventures, Inc.",5000.00,Frisco,General Operating,Children and Youth Services,,,,,
The Colorado Trust,2011,Mountain,Pitkin,"The Buddy Program, Inc.",5000.00,Aspen,General Operating,Children and Youth Services,,,,,
The Colorado Trust,2011,Mountain,Garfield,Colorado Mountain College Foundation,5000.00,Glenwood Springs,General Operating,Education,,,,,
The Colorado Trust,2011,Mountain,Eagle,Doctors Plus of Colorado,5000.00,Avon,General Operating,Health                                                                     ,,,,,
The Colorado Trust,2011,Mountain,Eagle,Roundup River Ranch,5000.00,Avon,General Operating,Children and Youth Services,,,,,
The Colorado Trust,2013,Mountain,Eagle,Eagle County Health and Human Services,1000.00,Eagle,Program,Health Equity Learning Series,5/29/13,,,,
The Colorado Trust,2013,Mountain,Garfield,Garfield County Public Health,1000.00,Glenwood Springs,Program,Health Equity Learning Series,5/22/13,,,,
The Colorado Trust,2013,Mountain,Lake,Lake County Health and Human Services,1000.00,Leadville,Program,Health Equity Learning Series,5/21/13,,,,
Gates Family Foundation,2009,Mountain,Lake,Partnership for Lake County Recreation,150000.00,Leadville,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2009,Mountain,Pitkin,Thrift Shop of Aspen,200000.00,Aspen,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2010,Mountain,Eagle,Basalt Regional Heritage Society,15000.00,Basalt,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2010,Mountain,Garfield,Third Street Center,100000.00,Carbondale,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2010,Mountain,Garfield,Colorado Mountain College Foundation,30000.00,Glenwood Springs,Capital,Education,,,,,
Gates Family Foundation,2010,Mountain,Eagle,Gore Range Natural Science School,250000.00,Avon,Capital,Education,,,,,
Gates Family Foundation,2010,Mountain,Garfield,Western Colorado Early Childhood Cooperative,25000.00,Carbondale,Capital,Education,,,,,
Gates Family Foundation,2010,Mountain,Garfield,Aspen Valley Land Trust,40000.00,Carbondale,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2010,Mountain,Garfield,Mountain Family Health Center,90000.00,Glenwood Springs,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2010,Mountain,Eagle,Youth Foundation,30000.00,Edwards,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2011,Mountain,Pitkin,Aspen Center for Environmental Studies,90000.00,Aspen,Capital,Education,,,,,
Gates Family Foundation,2012,Mountain,Garfield,Garfield County Public Library District,20000.00,Rifle,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Mountain,Garfield,Sonoran Institute,100500.00,Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Mountain,Lake,Advocates of Lake County,31000.00,Leadville,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2013,Mountain,Garfield,City of Rifle,50000.00,Rifle,Renovation,Community Development & Revitalization,4/7/11,,,,
Gates Family Foundation,2013,Mountain,Garfield,City of Rifle,30000.00,Rifle,Renovation,Community Development & Revitalization,4/7/11,,,,
Gates Family Foundation,2013,Mountain,Garfield,Sonoran Institute,101500.00,Glenwood Springs,Operating,Community Development & Revitalization,4/5/12,,,,
Gates Family Foundation,2013,Mountain,Lake,Partnership for Lake County Recreation,30000.00,Leadville,Construction,Parks-Conservation-Recreation,9/13/12,,,,
Gates Family Foundation,2013,Mountain,Summit,Keystone Science School Inc.,200000.00,Keystone,Building purchase,Education,4/4/13,,,,
