Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,Boys And Girls Clubs Of The San Luis Valley Inc,"$35,000.00",Alamosa,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,La Puente Home Incorporated,"$25,000.00",Alamosa,General Operating,Comprehensive Assistance,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,San Luis Valley,Alamosa,Tu Casa Incorporated,"$10,000.00",Alamosa,General Operating,Domestic Violence,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,San Juan,Gunnison,Gunnison Country Partners,"$25,000.00",Gunnison,General Operating,"Mentoring, Companionship",12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,San Juan,Montrose,Black Canyon Boys & Girls Club Inc,"$15,000.00",Montrose,General Operating,Youth Development,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,San Juan,Montrose,Delta-montrose Youth Services Inc,"$20,000.00",Montrose,General Operating,"Mentoring, Companionship",6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,San Juan,Montrose,Montrose County Senior Citizens Transportation Inc,"$25,000.00",Montrose,Program,Senior Care and Assistance,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southeast,Prowers,Lamar Area Hospice Association,"$10,000.00",Lamar,Program,Hospice,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southeast,Prowers,Lamar Community College Foundation,"$30,000.00",Lamar,General Operating,Public Higher,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Big Brothers Big Sisters Of Southwest Colorado,"$15,000.00",Durango,General Operating,Youth Development,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Boys And Girls Club Of La Platacounty Inc,"$20,000.00",La Plata,General Operating,Youth Development,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Disabled Sports Usa - Adaptive Sports Association,"$15,000.00",Durango ,General Operating,Physical and Mental Disabilities,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Manna-the Durango Soup Kitchen,"$15,000.00",Durango,General Operating,Feeding Programs,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Manna-the Durango Soup Kitchen,"$17,500.00",Durango,Capital/Special Project Support,Feeding Programs,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,La Plata,Womens Resource Center In Durango,"$12,500.00",Durango,General Operating,Comprehensive Assistance,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Southwest,Montezuma,The Pinon Project,"$20,000.00",Cortez,General Operating,Comprehensive Assistance,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Delta,College For Every Student Inc,"$60,000.00",Essex,Program,Supplementary Education,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,"$22,500.00",Grand Junction,General Operating,Comprehensive Assistance,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Grand Valley Catholic Outreach Inc,"$100,000.00",Grand Junction,Capital/Special Project Support,Comprehensive Assistance,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Hilltop Health Services Corporation,"$20,000.00",Grand Junction,General Operating,Comprehensive Assistance,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Marillac Clinic Inc,"$15,000.00",Grand Junction,General Operating,Public Health Programs,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Mesa Youth Service Inc,"$12,000.00",Grand Junction,Capital/Special Project Support,"Mentoring, Companionship",6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Mesa Youth Service Inc,"$25,000.00",Denver,General Operating,"Mentoring, Companionship",6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Mesa,Western Slope Center For Children,"$10,000.00",Grand Junction,General Operating,Child Abuse,12/9/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Advocate Safehouse Project,"$12,500.00",Glenwood Springs,General Support,Domestic Violence,12/5/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Colorado Mountain College Foundation Inc,"$50,000.00",Glenwood Springs,Program,Public Higher,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Columbine Home Health,"$15,000.00",Glenwood Springs,General Operating,Home Health Care,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Family Visitor Program Of Garfield County Inc,"$20,000.00",Glenwood Springs,General Operating,Child Abuse Prevention,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Mpower,"$10,000.00",New Castle,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Western Slope,Garfield,Youthzone,"$20,000.00",Glenwood Springs,General Operating,Youth Development,12/6/13
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Avery-Parsons Early Childhood Program,"$4,287.00",Buena Vista,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Early Childhood Council,"$15,000.00",Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Montessori School,"$15,000.00",Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,"Family & Youth Initiatives Division, Chaffee County","$25,000.00",Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Fremont,ECHO Early Childhood Council,"$18,000.00",Ca–on City,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Fremont,Starpoint,"$45,564.00",Ca–on City,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Park,Bristlecone Montessori School,"$10,000.00",Alma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Park,South Park Early Childhood System,"$35,000.00",Fairplay,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Teller,CHOICES,"$12,000.00",Woodland Park,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Teller,Community Partnership Family Resource Center,"$12,000.00",Divide,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Lake,Center Preschool,"$35,000.00",Leadville,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Lake,Full Circle of Lake County,"$10,000.00",Leadville,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Summit,Family & Intercultural Resource Center,"$45,000.00",Dillon,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Summit,Lake Dillon Preschool and Early Learning Center,"$10,000.00",Dillon,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Summit,Summit County Preschool,"$7,500.00",Frisco,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Summit,Summit County Youth and Family Services,"$7,000.00",Frisco,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Dynamic Dimensions,"$10,000.00",Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Prairie Family Center,"$5,169.00",Burlington,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Kit Carson,Wee Blew Inn Preschool,"$5,000.00",Burlington,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Lincoln,Limon Child Development Center,"$35,000.00",Limon,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Centennial Mental Health Center,"$45,000.00",Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,"Early Childhood Council of Logan, Phillips & Sedgwick Counties","$30,000.00",Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Iliff Head Start,"$12,000.00",Iliff,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeast Colorado Health Department,"$7,500.00",Sterling,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Logan,Northeastern Junior College,"$20,000.00",Sterling,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County Family Center,"$15,000.00",Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Morgan,Morgan County School District RE-3,"$20,000.00",Fort Morgan,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Haxtun Community Childcare Center,"$15,000.00",Haxtun,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Phillips,Phillips County Family Education Services,"$11,000.00",Holyoke,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,"$10,000.00",Julesburg,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Sedgwick,Little Schoolhouse Childcare Center,"$13,000.00",Julesburg,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Akron Head Start,"$12,000.00",Akron,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Arickaree Preschool,"$4,000.00",Anton,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,"$8,000.00",Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Washington,Otis Elementary Preschool,"$2,000.00",Otis,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Baby Bear Hugs,"$45,000.00",Yuma,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,"Early Childhood Council of Yuma, Washington, and Kit Carson Counties","$20,000.00",Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Rural Communities Resource Center,"$30,000.00",Yuma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Wray Community Learning Center,"$15,000.00",Wray,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northeast,Yuma,Yuma Children's Academy,"$50,000.00",Yuma,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Eternal Hills Christian Preschool,"$15,000.00",Tabernash,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Fraser Creative Learning Center,"$15,000.00",Fraser,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Beginnings (EC Council),"$15,000.00",Hot Sulphur Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Kids,"$10,000.00",Fraser,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,Family Development Center of Steamboat Springs,"$35,000.00",Steamboat Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,First Impressions of Routt County,"$57,000.00",Steamboat Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Children's Garden Early Learning Center,"$30,000.00",Alamosa,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Early Childhood Council of the San Luis Valley,"$70,000.00",Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Gingerbread House Early Learning Center,"$15,000.00",Alamosa,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,La Llave Family Resource Center,"$25,000.00",Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Sargent Early Learning Center,"$15,000.00",Monte Vista,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Sargent Early Learning Center,"$17,000.00",Monte Vista,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Alamosa,Valley-Wide Health Systems,"$12,000.00",Alamosa,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Conejos,Little Treasures Preschool,"$25,000.00",La Jara,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Luis Valley,Mineral,Creede Early Learning Center,"$5,000.00",Creede,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Center for Adult & Family Education,"$10,000.00",Gunnison,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Gunnison County Department of Health & Human Services,"$8,000.00",Gunnison,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Gunnison Hinsdale Early Childhood Council,"$10,000.00",Gunnison,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Paradise Place,"$15,000.00",Crested Butte,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Stepping Stones Children's Center,"$10,000.00",Crested Butte,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Stepping Stones Children's Center,"$10,000.00",Crested Butte,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Gunnison,Tenderfoot Child & Family Development Center,"$30,000.00",Gunnison,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Black Canyon Boys & Girls Club,"$18,750.00",Montrose,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Montrose County Health & Human Services,"$15,000.00",Montrose,,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Montrose Regional Library District,"$10,000.00",Montrose,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Paradox Valley School,"$6,000.00",Paradox,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Passage Charter School,"$16,000.00",Montrose,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,Passage Charter School,"$18,000.00",Montrose,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Montrose,West End School District,"$7,200.00",Nucla,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,Ouray,Voyager Youth Program,"$3,750.00",Ridgway,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,San Miguel,Bright Futures,"$20,000.00",Telluride,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,San Miguel,Mountain Sprouts Preschool,"$6,000.00",Telluride,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,San Miguel,Telluride Early Childhood Center,"$14,000.00",Telluride,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,San Juan,San Miguel,Wright Stuff Community Foundation,"$25,000.00",Norwood,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Bent,Kountry Kids Learning Center,"$20,000.00",Las Animas,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Bent,McClave School District Preschool,"$20,000.00",McClave,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Crowley,Kids' Campus Preschool and Day Care Center,"$5,000.00",Ordway,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Crowley,Kids' Campus Preschool and Day Care Center,"$20,000.00",Ordway,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Las Animas,South Central Council of Governments,"$38,000.00",Trinidad,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,"Bent, Otero & Crowley County Early Childhood Council","$10,000.00",Ordway,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Otero County Health Department - Reach Out and Read,"$6,413.00",La Junta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Otero Junior College Child Development Services,"$20,000.00",La Junta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Southeast Mental Health Services,"$50,000.00",La Junta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southeast,Otero,Tri-County Family Care Center,"$15,000.00",Rocky Ford,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Archuleta,Nurturing Center,"$8,000.00",Pagosa Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Archuleta,Pagosa Springs Incredible Years Parenting Program,"$5,030.00",Pagosa Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Archuleta,Seeds of Learning,"$30,000.00",Pagosa Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Dolores,Dove's Nest Early Care and Education Center,"$4,000.00",Dove Creek,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Dolores,Rico Preschool,"$5,000.00",Rico,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,Bayfield Early Education Programs,"$15,000.00",Bayfield,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,Campbell Child and Family Center,"$22,000.00",Durango,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,Durango Early Childhood Professional Training Project,"$62,815.06",Durango,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,Early Childhood Council of La Plata County,"$33,230.00",Durango,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,La Plata Family Centers Coalition,"$30,000.00",Durango,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,La Plata,Riverhouse Children's Center,"$100,000.00",Durango,Capital,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Montezuma,Children's Kiva,"$20,000.00",Cortez,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Montezuma,Children's Kiva,"$11,000.00",Cortez,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Montezuma,Montelores Early Childhood Council,"$25,000.00",Cortez,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Southwest,Montezuma,Pi–on Project Family Resource Center,"$38,000.00",Cortez,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,"Delta Montrose Technical College, Early Childhood Department","$2,500.00",Delta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Family Literacy and Resource Center,"$14,000.00",Delta,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Little Sprouts Community Preschool,"$12,000.00",Cedaredge,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,North Fork Community Montessori School,"$15,000.00",Hotchkiss,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Delta,Preschool Backpack Program,"$14,000.00",Delta,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Firefly Autism,"$125,000.00",Denver,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Grand Junction Imagination Library,"$5,000.00",Grand Junction,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Hilltop - Family First,"$30,000.00",Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Hilltop - Get Real,"$50,000.00",Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Mesa County Partnership for Children and Families (EC Council),"$25,000.00",Grand Junction,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,Mesa District Group of CAEYC,"$40,632.73",Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Mesa,St. Mary's Hospital Foster Grandparent Program,"$10,000.00",Grand Junction,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Eagle Valley Child Care Association,"$40,000.00",Vail,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Early Childhood Partners,"$18,000.00",Eagle,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Growing Years School,"$10,000.00",Basalt,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Red Ribbon Project,"$8,000.00",Avon,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Eagle,Youth Foundation,"$30,000.00",Vail,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Children's Mini College,"$10,000.00",Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Early Childhood Network,"$15,000.00",Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Family Visitor Programs,"$65,000.00",Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Garfield County Libraries,"$20,000.00",Rifle,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Grand Valley Center for Family Learning,"$8,925.00",Parachute,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Manaus Fund,"$20,000.00",Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Mount Sopris Montessori School,"$10,000.00",Carbondale,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Mount Sopris Montessori School,"$15,000.00",Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,New Creation Preschool,"$10,000.00",Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,New Creation Preschool,"$5,000.00",Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Roaring Fork Family Resource Centers,"$25,000.00",Carbondale,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,"$15,000.00",Glenwood Springs,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Rural Resort Region Early Childhood Council,"$45,000.00",Glenwood Springs,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Western Slope,Garfield,Yampah Mountain High School,"$25,000.00",Glenwood Springs,Program,Early Childhood,
The Colorado Health Foundation,2013,Heart of Colorado,Chaffee,Guidestone,"$78,850.00",Salida,Program,,2/21/13
The Colorado Health Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,"$39,710.00",Westcliffe,Program,,6/6/13
The Colorado Health Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,"$61,664.00",Westcliffe,Program,,6/6/13
The Colorado Health Foundation,2013,Heart of Colorado,Park,Rocky Mountain Rural Health,"$60,369.00",Fairplay,Program,,12/19/13
The Colorado Health Foundation,2013,Heart of Colorado,Teller,Ute Pass Regional Ambulance District,"$71,659.00",Woodland Park,Program,,10/11/13
The Colorado Health Foundation,2013,Heart of Colorado,Lake,Lake County School District R-1,"$100,000.00",Leadville,Capital,,10/17/13
The Colorado Health Foundation,2013,Northeast,Lincoln,Plains Medical Center Inc,"$400,000.00",Limon,Program,,10/24/13
The Colorado Health Foundation,2013,Northeast,Morgan,"Centennial Mental Health Center, Inc.","$500,000.00",Sterling,Capital,,10/24/13
The Colorado Health Foundation,2013,Northeast,Yuma,Yuma District Hospital Foundation,"$273,675.00",Yuma,Program,,2/21/13
The Colorado Health Foundation,2013,Northeast,Yuma,"Wray Rehabilitation And Activities Center, Inc.","$90,000.00",Wray,Program,,6/13/13
The Colorado Health Foundation,2013,Northeast,Yuma,Encore Life,"$130,125.17",Wray,Program,,10/17/13
The Colorado Health Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,"$316,920.00",Steamboat Springs,Program,,2/21/13
The Colorado Health Foundation,2013,Northwest,Routt,Town of Oak Creek,"$59,045.00",Oak Creek,Capital,,6/6/13
The Colorado Health Foundation,2013,San Juan,Montrose,"Midwestern Colorado Mental Health Center, Inc","$34,145.00",Montrose,Program,,7/12/11
The Colorado Health Foundation,2013,San Juan,Montrose,"Midwestern Colorado Mental Health Center, Inc","$37,500.00",Montrose,Program,,5/23/13
The Colorado Health Foundation,2013,San Juan,Montrose,Olathe Community Clinic,"$248,185.00",Olathe,General Operating,,10/17/13
The Colorado Health Foundation,2013,San Juan,Montrose,Town of Nucla,"$100,000.00",Nucla,Capital,,10/17/13
The Colorado Health Foundation,2013,San Juan,San Miguel,Tri-County Health Network,"$150,000.00",Telluride,Project Support,,2/21/13
The Colorado Health Foundation,2013,San Juan,San Miguel,Tri-County Health Network,"$247,125.00",Telluride,Capacity Building,,6/6/13
The Colorado Health Foundation,2013,Southeast,Bent,Bent County,"$9,500.00",Las Animas,Capital,,4/25/13
The Colorado Health Foundation,2013,Southeast,Bent,Las Animas Community Garden,"$42,385.00",Las Animas,General Operating,,10/3/13
The Colorado Health Foundation,2013,Southeast,Las Animas,Mt. San Rafael Hospital Clinic,"$159,519.00",Trinidad,Program,,5/30/13
The Colorado Health Foundation,2013,Southeast,Prowers,High Plains Community Health Center,"$550,046.00",Lamar,Program,,10/24/13
The Colorado Health Foundation,2013,Southeast,Prowers,High Plains Community Health Center,1000000,Lamar,Program,,10/1/13
The Colorado Health Foundation,2013,Southwest,Archuleta,Archuleta School District 50 Jt.,"$20,000.00",Pagosa Springs,Capacity Building,,12/5/13
The Colorado Health Foundation,2013,Southwest,Dolores,Community Health Clinic,"$235,300.00",Dove Creek,General Operating,,10/10/13
The Colorado Health Foundation,2013,Southwest,La Plata,Axis Health System,"$500,000.00",Durango,Capital,,10/24/13
The Colorado Health Foundation,2013,Southwest,La Plata,Citizens Health Advisory Council,"$219,413.00",Durango,Program,,10/10/13
The Colorado Health Foundation,2013,Southwest,Montezuma,"Southwest Health System, Inc.","$220,846.00",Cortez,Program,,5/30/13
The Colorado Health Foundation,2013,Western Slope,Delta,Needlerock Family Health Outreach Clinic,"$47,000.00",Crawford,Program,,1/17/13
The Colorado Health Foundation,2013,Western Slope,Delta,Families Plus,"$51,447.00",Delta,Program,,10/10/13
The Colorado Health Foundation,2013,Western Slope,Mesa,"Hilltop Community Resources, Inc.","$419,204.00",Grand Junction,Program,,6/20/13
The Colorado Health Foundation,2013,Western Slope,Mesa,Mesa County Health Department,"$1,057,063.00",Grand Junction,Capacity Building,,6/4/13
The Colorado Health Foundation,2013,Western Slope,Mesa,"Marillac Clinic, Inc.","$503,378.00",Grand Junction,Program,,6/20/13
The Colorado Health Foundation,2013,Western Slope,Mesa,Mesa County Valley School District 51,"$265,934.00",Grand Junction,Capital,,10/24/13
The Colorado Health Foundation,2013,Western Slope,Eagle,Eagle County Public Health Department,"$222,666.00",Eagle,Program,,3/4/13
The Colorado Health Foundation,2013,Western Slope,Garfield,Colorado Mountain College Foundation,"$559,276.00",Glenwood Springs,Program,,2/21/13
The Colorado Health Foundation,2013,Western Slope,Garfield,Mountain Family Health Centers,"$899,063.00",Glenwood Springs,Program,,5/23/13
The Colorado Trust,2013,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,"$11,876.00",Salida,Program,Convening for Colorado,4/8/13
The Colorado Trust,2013,Heart of Colorado,Lake,Lake County Health and Human Services,"$1,000.00",Leadville,Program,Health Equity Learning Series,5/21/13
