funder,year,region,county,nonprofit,amount,city
Gates Family Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,100000.00,Grand Junction
Gates Family Foundation,2012,WesternSlope,Delta,High Country News,22500.00,Paonia
Gates Family Foundation,2012,WesternSlope,Delta,Needlerock Health Clinic,50000.00,Crawford
Gates Family Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,50000.00,Gunnison
Gates Family Foundation,2012,WesternSlope,Hinsdale,Wee Care of Lake City,25000.00,Lake City
Gates Family Foundation,2012,WesternSlope,Hinsdale,Lake City Public Library,35000.00,Lake City
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,34000.00,Grand Junction
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,35000.00,Grand Junction
Gates Family Foundation,2012,WesternSlope,Montrose,Paradox Valley School,25000.00,Paradox
Gates Family Foundation,2012,WesternSlope,Montrose,Paradox Valley School,70000.00,Paradox
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Grand Valley Senior Daybreak,7500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Hilltop Community Resources,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Mesa County Partners,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",25000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",25000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Mesa County Partners,50000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",20000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Mesa County Partners,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,25000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,27500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",18000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Marillac Clinic, Inc.",20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,22500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Hilltop Community Resources, Inc.",27500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Partners of Delta, Montrose & Ouray",15000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Delta,College For Every Student Inc,60000.00,Essex
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hospice And Palliative Care Of Western Colorado,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Western Slope Center For Children,10000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Child & Migrant Services Inc,15000.00,Palisade
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Mesa Youth Service Inc,20000.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,22500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,27500.00,Grand Junction
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club Inc,15000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Delta-montrose Youth Services Inc,18000.00,Montrose
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Montrose County Senior Citizens Transportation Inc,22500.00,Montrose
Kenneth King Foundation,2009,WesternSlope,Delta,Needlerock Mobile Family Health Clinic,1500.00,Crawford
Kenneth King Foundation,2009,WesternSlope,Gunnison,Living Journeys,1500.00,Crested Butte
Kenneth King Foundation,2009,WesternSlope,Mesa,Child & Migrant Services (CMS),1500.00,Palisade
Kenneth King Foundation,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach,1500.00,Grand Junction
Kenneth King Foundation,2009,WesternSlope,Montrose,All Points Transit,1500.00,Montrose
Kenneth King Foundation,2009,WesternSlope,Montrose,Dream Catcher Therapy Center,1500.00,Olathe
Kenneth King Foundation,2009,WesternSlope,Montrose,Montrose Children's Network,1500.00,Montrose
Kenneth King Foundation,2009,WesternSlope,San Miguel,San Miguel Resource Center,1500.00,Telluride
Kenneth King Foundation,2010,WesternSlope,Gunnison,Living Journeys,1500.00,Crested Butte
Kenneth King Foundation,2010,WesternSlope,Mesa,Boy Scouts of America/Western CO Council,1500.00,Grand Junction
Kenneth King Foundation,2010,WesternSlope,Mesa,Kans Inc.,1500.00,Grand Junction
Kenneth King Foundation,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach,2500.00,Grand Junction
Kenneth King Foundation,2010,WesternSlope,Mesa,"Marillac Clinic, Inc.",2500.00,Grand Junction
Kenneth King Foundation,2010,WesternSlope,Montrose,All Points Transit,1500.00,Montrose
Kenneth King Foundation,2011,WesternSlope,Gunnison,Paradise Place,1000.00,Crested Butte
Kenneth King Foundation,2011,WesternSlope,Mesa,High Desert Opera,500.00,Grand Junction
Kenneth King Foundation,2011,WesternSlope,Mesa,Western Colorado Botanical Society,500.00,Grand Junction
Kenneth King Foundation,2011,WesternSlope,Mesa,Child & Migrant Services,1500.00,Palisade
Kenneth King Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,1500.00,Grand Junction
Kenneth King Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1500.00,Grand Junction
Kenneth King Foundation,2011,WesternSlope,Mesa,Mesa Developmental Services,1500.00,Grand Junction
Kenneth King Foundation,2011,WesternSlope,Montrose,"All Points Transit, Inc.",1500.00,Montrose
Kenneth King Foundation,2011,WesternSlope,Montrose,"Sharing Ministries, Inc.",1500.00,Montrose
Kenneth King Foundation,2012,WesternSlope,Delta,Needlerock Mobile Family Health Clinic,2500.00,Crawford
Kenneth King Foundation,2012,WesternSlope,Delta,Volunteers of America National Services,2500.00,Eckert
Kenneth King Foundation,2012,WesternSlope,Gunnison,Paradise Place,500.00,Crested Butte
Kenneth King Foundation,2012,WesternSlope,Mesa,Melanoma Advocacy Partners,500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Mesa,Desert Edge Therapy,1500.00,Palisade
Kenneth King Foundation,2012,WesternSlope,Mesa,Doors 2 Success,1500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Mesa,High Desert Opera,1500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Mesa,Tree House,1500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Mesa,Child & Migrant Services ,2500.00,Palisade
Kenneth King Foundation,2012,WesternSlope,Mesa,Grand Junction Symphony Orchestra,2500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach,2500.00,Grand Junction
Kenneth King Foundation,2012,WesternSlope,Montrose,West End Family Link Center,500.00,Nucla
Kenneth King Foundation,2012,WesternSlope,Montrose,Haven House,2500.00,Olathe
Kenneth King Foundation,2012,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,North Fork Community Montessori School,2000.00,Hotchkiss
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Delta County Joint School District No. 50,7063.00,Delta
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Little Sprouts Community Preschool,8000.00,Cedaredge
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Little Sprouts Community Preschool,8200.00,Cedaredge
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Wee Care Learning Center,13000.00,Hotchkiss
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Delta County Public Library,15000.00,Hotchkiss
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Paradise Place Community Christian School,4000.00,Crested Butte
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Stepping Stones Children's Center,5500.00,Crested Butte
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Paradise Place Community Christian School,8000.00,Crested Butte
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Tenderfood Child & Family Development Center,14000.00,Gunnison
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,18000.00,Gunnison
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Tenderfood Child & Family Development Center,22570.00,Gunnison
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Crystal Valley Preschool,25000.00,Marble
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Child & Migrant Services (CMS),3500.00,Palisade
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",3930.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",4000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",4500.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Grand Junction Musical Arts Association,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Mesa Youth Services, Inc.",5000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Western Colorado Center for the Arts,8000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Strong Families, Safe Kids",10000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",12000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Mesa County District Group of CAEYC,15000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Mesa County Land Conservancy, Inc.",15000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Mesa District Group of CAEYC,40000.00,Grand Junction
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Montrose Regional Library District,10000.00,Montrose
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Passage Charter School,12000.00,Montrose
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Montrose County Health and Human Services,23000.00,Montrose
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club,25000.00,Montrose
Temple Hoyne Buell Foundation,2009,WesternSlope,Ouray,Ouray School District R-1,800.00,Ouray
Temple Hoyne Buell Foundation,2009,WesternSlope,Ouray,Friends of the Ridgway Library & Arts Center,1000.00,Ridgway
Temple Hoyne Buell Foundation,2009,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,16000.00,Ridgway
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Mountain Sprouts Preschool,1610.00,Telluride
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Telluride Preschool,1610.00,Telluride
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,"Rainbow School and Day Care Center, Inc.",2000.00,Telluride
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,6500.00,Norwood
Temple Hoyne Buell Foundation,2010,WesternSlope,Delta,Delta County School District,6500.00,Crawford
Temple Hoyne Buell Foundation,2010,WesternSlope,Delta,Delta County School District 50-J,10000.00,Delta
Temple Hoyne Buell Foundation,2010,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss
Temple Hoyne Buell Foundation,2010,WesternSlope,Gunnison,Stepping Stones Children's Center,5000.00,Crested Butte
Temple Hoyne Buell Foundation,2010,WesternSlope,Gunnison,Stepping Stones Children's Center,10000.00,Crested Butte
Temple Hoyne Buell Foundation,2010,WesternSlope,Gunnison,Gunnison County Library District,10000.00,Gunnison
Temple Hoyne Buell Foundation,2010,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,18000.00,Gunnison
Temple Hoyne Buell Foundation,2010,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,22500.00,Gunnison
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",3500.00,Palisade
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"Marillac Clinic, Inc.",4500.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Grand Junction Musical Arts Association,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"Mesa Youth Service, Inc.",5000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Western Colorado Center for the Arts,8000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"St. Mary's Hospital and Medical Center, Inc.",10000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,"Strong Families, Safe Kids",12000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Western Colorado Math & Science Center,12000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Mesa Land Trust,15000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Paradox Valley School,2000.00,Paradox
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Passage Charter School,12000.00,Montrose
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,18000.00,Montrose
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,27000.00,Montrose
Temple Hoyne Buell Foundation,2010,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,16000.00,Ridgway
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Mountain Sprouts Preschool,2000.00,Telluride
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Bright Futures,18000.00,Telluride
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Town of Mountain Village,25000.00,Mountain Village
Temple Hoyne Buell Foundation,2010,WesternSlope,San Miguel,Wright Stuff Community Foundation,30000.00,Norwood
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Little Sprouts Community Preschool,4278.00,Cedaredge
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Little Sprouts Community Preschool,10000.00,Cedaredge
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Delta County Joint School District No. 50,12000.00,Delta
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Delta County School District #50,14000.00,Delta
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,8000.00,Gunnison
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,8400.00,Gunnison
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,10000.00,Gunnison
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Stepping Stones Children's Center,10000.00,Crested Butte
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Stepping Stones Children's Center,10000.00,Crested Butte
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Paradise Place,15000.00,Crested Butte
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,22500.00,Gunnison
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",12000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",20000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,35000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Mesa District Group of CAEYC,45000.00,Grand Junction
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,18000.00,Montrose
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Passage Charter School,25000.00,Montrose
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,27000.00,Montrose
Temple Hoyne Buell Foundation,2011,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Little Sprouts Community Preschool,12000.00,Cedaredge
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Delta County School District #50,14000.00,Delta
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,"Six Points Evaluation and Training, Inc.",5000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,8000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Community Foundation of the Gunnison Valley,10000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison Hinsdale Early Childhood Council,10000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Paradise Place,15000.00,Crested Butte
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Stepping Stones Children's Center,20000.00,Crested Butte
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,28000.00,Gunnison
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Colorado West Regional Mental Health Center, Inc.",5000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Kids Aid,5000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital and Medical Center,10000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",15000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,35000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Mesa District Group of CAEYC,42000.00,Grand Junction
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Hospice and Palliative Care of Western Colorado,5000.00,Montrose
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Delta Montrose Youth Services,5000.00,Montrose
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Paradox Valley School,8000.00,Paradox
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Montrose County Health and Human Services,15000.00,Montrose
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Passage Charter School,18000.00,Montrose
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,West End School District,20000.00,Nucla
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Paradox Valley School,30180.00,Paradox
Temple Hoyne Buell Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Bright Futures,23500.00,Telluride
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood
The Colorado Health Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",5000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,25000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach,40000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Rocky Mountain Health Plans Foundation,75000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",200000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,375000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Mesa,Quality Health Network,640000.00,Grand Junction
The Colorado Health Foundation,2009,WesternSlope,Montrose,Montrose County School District RE-1J,10443.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,Montrose,Basin Medical Clinic,16438.00,Naturita
The Colorado Health Foundation,2009,WesternSlope,Montrose,Montrose County School District RE-1J,34000.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,Montrose,Basin Medical Clinic,84448.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,Montrose,VOANS PACE Inc,152000.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,159561.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,200000.00,Montrose
The Colorado Health Foundation,2009,WesternSlope,San Miguel,Uncompahgre Combined Clinics,86793.00,Norwood
The Colorado Health Foundation,2009,WesternSlope,San Miguel,Uncompahgre Combined Clinics,90000.00,Norwood
The Colorado Health Foundation,2010,WesternSlope,Delta,All American Families,90000.00,Delta
The Colorado Health Foundation,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,15000.00,Grand Junction
