funder,year,region,county,nonprofit,amount,city,,
Kenneth King Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach,1500.00,Grand Junction,Program,Human Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Child & Migrant Services (CMS),3500.00,Palisade,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Grand Junction Musical Arts Association,5000.00,Grand Junction,Event,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1000.00,Grand Junction,Program,Hospice
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",4500.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Mesa County District Group of CAEYC,15000.00,Grand Junction,Program,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Mesa County Land Conservancy, Inc.",15000.00,Grand Junction,General Operating,"Environment, Conservation"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Mesa District Group of CAEYC,40000.00,Grand Junction,Program,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",5000.00,Grand Junction,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",4000.00,Grand Junction,Other,"Employment, Job training"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",3930.00,Grand Junction,Other,"Employment, Job training"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",10000.00,Grand Junction,General Operating,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction,Program,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Western Colorado Center for the Arts,8000.00,Grand Junction,General Operating,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",12000.00,Grand Junction,General Operating,Education
The Colorado Health Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach,40000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,375000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,25000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",5000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",200000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Mesa County,50000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Quality Health Network,640000.00,Grand Junction,Program,Health                                                                     
The Colorado Health Foundation,2012,WesternSlope,Mesa,Rocky Mountain Health Plans Foundation,75000.00,Grand Junction,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Mesa,"Hilltop Community Resource, Inc.",231000.00,Grand Junction,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Mesa,"Hilltop Community Resource, Inc.",7500.00,Grand Junction,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Mesa,Mesa County Health Department,187500.00,Grand Junction,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Mesa,Mesa County Partnership for Children and Families,184500.00,Grand Junction,Program,Health                                                                     
The Colorado Trust,2012,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,20000.00,Grand Junction,Program,Health                                                                     
Animal Assistance Foundation,2009,WesternSlope,Montrose,Montrose Animal Protection Agency,5000.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,"All Points Transit, Inc.",7500.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys and Girls Club, Inc.",7000.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Haven House of Montrose,6000.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Montrose Regional Library District,5000.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",7500.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,,
Anschutz Family Foundation,2009,WesternSlope,Montrose,The Dolphin House,7500.00,Montrose,,
Daniels Fund,2009,WesternSlope,Montrose,"Haven House of Montrose, Incorporated, dba Haven House",15000.00,Montrose,,
Daniels Fund,2009,WesternSlope,Montrose,Passage Charter School,10000.00,Montrose,,
Daniels Fund,2009,WesternSlope,Montrose,"Sharing Ministries, Incorporated",20000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",8000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",6000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",4500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",15000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",15000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"CASA of the Seventh Judicial District, Inc.",10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Christ's Kitchen,2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Delta - Montrose Youth Services, Inc.",30000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Delta - Montrose Youth Services, Inc.",10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Delta-Montrose Electric Association Charitable Trust,10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Delta-Montrose Electric Association Charitable Trust,7500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe,,
El Pomar Foundation,2009,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe,,
El Pomar Foundation,2009,WesternSlope,Montrose,Habitat For Humanity of Montrose County,10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Haven House of Montrose, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Animal Protection Agency, Inc.",2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County  Health and Human Services,1500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County  Health and Human Services,2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County  Health and Human Services,1500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County School District RE-1J,75000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose County School District RE-1J,10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",3000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose Education Foundation,1500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose Library District,25000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Montrose Library District,5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Montrose Rotary Club Youth Foundation, Inc.",0.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox,,
El Pomar Foundation,2009,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Quality Health Network,5000.00,Grand Junction,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Rimrocker Historical Society of Western Montrose County, Inc.",0.00,Nucla,,
El Pomar Foundation,2009,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",3000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,3000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,1500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,12500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,10000.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,Town of Naturita,0.00,Naturita,,
El Pomar Foundation,2009,WesternSlope,Montrose,"Welcome Home Montrose, Inc.",2500.00,Montrose,,
El Pomar Foundation,2009,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla,,
El Pomar Foundation,2009,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,,
El Pomar Foundation,2009,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,,
El Pomar Foundation,2009,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla,,
Gates Family Foundation,2009,WesternSlope,Montrose,Paradox Valley School,70000.00,Paradox,,
Gates Family Foundation,2009,WesternSlope,Montrose,Paradox Valley School,25000.00,Paradox,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club Inc,15000.00,Montrose,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,Delta-montrose Youth Services Inc,18000.00,Montrose,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,Montrose County Senior Citizens Transportation Inc,22500.00,Montrose,,
Kenneth King Foundation,2009,WesternSlope,Montrose,Haven House,2500.00,Olathe,,
Kenneth King Foundation,2009,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox,,
Kenneth King Foundation,2009,WesternSlope,Montrose,West End Family Link Center,500.00,Nucla,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Paradox Valley School,8000.00,Paradox,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Paradox Valley School,30180.00,Paradox,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,West End School District,20000.00,Nucla,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Passage Charter School,18000.00,Montrose,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Montrose County Health and Human Services,15000.00,Montrose,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Hospice and Palliative Care of Western Colorado,5000.00,Montrose,,
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Delta Montrose Youth Services,5000.00,Montrose,,
Adolph Coors Foundation,2010,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose,General Operating,
Adolph Coors Foundation,2010,WesternSlope,Montrose,Delta Montrose Youth Services,15000.00,Montrose,General Operating,
Animal Assistance Foundation,2010,WesternSlope,Montrose,Dream Catcher Therapy Center and End of Trail,10000.00,Olathe,Program,Animal Protection and Welfare
Animal Assistance Foundation,2010,WesternSlope,Montrose,Hoof and Paw,2000.00,Nucla,General Operating,Animal Protection and Welfare
Animal Assistance Foundation,2010,WesternSlope,Montrose,Montrose Animal Protection Agency,5000.00,Montrose,Program,Animal Protection and Welfare
Anschutz Family Foundation,2010,WesternSlope,Montrose,The Dolphin House,7500.00,Montrose,Program,Abuse & Neglect Prevention
Anschutz Family Foundation,2010,WesternSlope,Montrose,Voices for Children,5000.00,Montrose,General Operating,Abuse & Neglect Prevention
Anschutz Family Foundation,2010,WesternSlope,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons
Anschutz Family Foundation,2010,WesternSlope,Montrose,Christ's Kitchen,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition"
Anschutz Family Foundation,2010,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,General Operating,Education
Anschutz Family Foundation,2010,WesternSlope,Montrose,"All Points Transit, Inc.",7500.00,Montrose,Program,Disabled Persons
Boettcher Foundation,2010,WesternSlope,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,
Caring for Colorado Foundation,2010,WesternSlope,Montrose,Montrose County School District RE-1J,10473.00,Montrose,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc. dba All Points Transit",30000.00,Montrose,Program,Health                                                                     
Daniels Fund,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",25000.00,Montrose,General Operating,"Community, Public Affairs"
Daniels Fund,2010,WesternSlope,Montrose,Christ's Kitchen,15000.00,Montrose,General Operating,Human Services
El Pomar Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",10000.00,Montrose,General Operating,"Community, Public Affairs"
El Pomar Foundation,2010,WesternSlope,Montrose,Mesa State College Foundation,5000.00,Montrose,Not Provided,Education
El Pomar Foundation,2010,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,12500.00,Montrose,General Operating,Abuse & Neglect Prevention
El Pomar Foundation,2010,WesternSlope,Montrose,Montrose Animal Protection Agency,2500.00,Montrose,Program,Animal Protection and Welfare
El Pomar Foundation,2010,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",6000.00,Montrose,Program,"Housing, Homeless shelters"
El Pomar Foundation,2010,WesternSlope,Montrose,Delta-Montrose Electrice Association Charitable Trust,10000.00,Montrose,Program,
El Pomar Foundation,2010,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2010,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,Program,Human Services
El Pomar Foundation,2010,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2010,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,1500.00,Montrose,General Operating,Abuse & Neglect Prevention
El Pomar Foundation,2010,WesternSlope,Montrose,Montrose County School District RE-1J,10000.00,Montrose,Other,Education
El Pomar Foundation,2010,WesternSlope,Montrose,Montrose Education Foundation,1500.00,Montrose,General Operating,Education
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose,General Operating,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Partners of Delta, Montrose & Ouray",15000.00,Montrose,General Operating,"Community, Public Affairs"
Kenneth King Foundation,2010,WesternSlope,Montrose,"All Points Transit, Inc.",1500.00,Montrose,General Operating,
Kenneth King Foundation,2010,WesternSlope,Montrose,"Sharing Ministries, Inc.",1500.00,Montrose,General Operating,Human Services
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,27000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Passage Charter School,25000.00,Montrose,Not Provided,Education
Temple Hoyne Buell Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,18000.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2010,WesternSlope,Montrose,Montrose County School District RE-1J,258442.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2010,WesternSlope,Montrose,Montrose Memorial Hospital,126229.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2010,WesternSlope,Montrose,Paradox Valley School,93595.00,Paradox,Program,Health                                                                     
Adolph Coors Foundation,2011,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,General Operating,"Philanthropy, Volunteerism, Grants"
Animal Assistance Foundation,2011,WesternSlope,Montrose,Citizens for Animal Welfare and Shelter (CAWS),1500.00,Crawford,General Operating,Animal Protection and Welfare
Anschutz Family Foundation,2011,WesternSlope,Montrose,Voices for Children,5000.00,Montrose,General Operating,Children and Youth Services
Anschutz Family Foundation,2011,WesternSlope,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons
Anschutz Family Foundation,2011,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,Program,Education
Anschutz Family Foundation,2011,WesternSlope,Montrose,Sharing Ministries Food Bank,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition"
Anschutz Family Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,560.00,Montrose,Program,Children and Youth Services
Anschutz Family Foundation,2011,WesternSlope,Montrose,West End Family Link Center,5000.00,Nucla,Program,
Anschutz Family Foundation,2011,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services
Boettcher Foundation,2011,WesternSlope,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,
Caring for Colorado Foundation,2011,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,50000.00,Montrose,Program,Health                                                                     
Caring for Colorado Foundation,2011,WesternSlope,Montrose,Montrose County Senior Citizens Transportation dba All Points Transit,30000.00,Montrose,Program,
Daniels Fund,2011,WesternSlope,Montrose,RSVP Colorado West,15000.00,Montrose,Other,"Philanthropy, Volunteerism, Grants"
Daniels Fund,2011,WesternSlope,Montrose,"Sharing Ministries, Inc",35000.00,Montrose,General Operating,Human Services
Daniels Fund,2011,WesternSlope,Montrose,Black Canyon Boys & Girls Club,20000.00,Montrose,General Operating,Children and Youth Services
Daniels Fund,2011,WesternSlope,Montrose,"Delta Montrose Youth Services, Inc",25000.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Montrose,Rimrocker Historical Society of Western Colorado,1500.00,Nucla,Other,"Arts, Culture & Humanities "
El Pomar Foundation,2011,WesternSlope,Montrose,Christ's Kitchen,2500.00,Montrose,General Operating,Human Services
El Pomar Foundation,2011,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe,Program,Animal Protection and Welfare
El Pomar Foundation,2011,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",8000.00,Montrose,Program,"Housing, Homeless shelters"
El Pomar Foundation,2011,WesternSlope,Montrose,Hilltop Health Services Corporation,5000.00,Montrose,Program,"Domestic Violence Shelters, Services"
El Pomar Foundation,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",3000.00,Montrose,Program,Disabled Persons
El Pomar Foundation,2011,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",2500.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Montrose,"Sharing Ministries, Inc",3000.00,Montrose,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Montrose,Black Canyon Boys & Girls Club,5000.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,1500.00,Montrose,Program,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,General Operating,"Community, Public Affairs"
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,Other,"Community, Public Affairs"
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",18000.00,Montrose,General Operating,Children and Youth Services
Kenneth King Foundation,2011,WesternSlope,Montrose,All Points Transit,1500.00,Montrose,General Operating,
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,27000.00,Montrose,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,18000.00,Montrose,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Passage Charter School,12000.00,Montrose,Not Provided,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Paradox Valley School,2000.00,Paradox,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox,Other,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox,Program,Education
The Colorado Health Foundation,2011,WesternSlope,Montrose,Northside Child Health Center,70000.00,Montrose,Program,Health                                                                     
The Colorado Health Foundation,2011,WesternSlope,Montrose,Paradox Valley School,10500.00,Paradox,Program,Health                                                                     
The Colorado Health Foundation,2011,WesternSlope,Montrose,"Voans Pace, Inc.",85600.00,Montrose,Program,Health                                                                     
Adolph Coors Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose,Program,Children and Youth Services
Adolph Coors Foundation,2012,WesternSlope,Montrose,"Crisis Pregnancy Center of Montrose, Inc.",8500.00,Montrose,General Operating,Human Services
Adolph Coors Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",20000.00,Montrose,Capital,Human Services
Animal Assistance Foundation,2012,WesternSlope,Montrose,Dream Catcher Therapy Center,5000.00,Olathe,Program,Animal Protection and Welfare
Animal Assistance Foundation,2012,WesternSlope,Montrose,Montrose Animal Protection,5000.00,Montrose,Program,Animal Protection and Welfare
Anschutz Family Foundation,2012,WesternSlope,Montrose,"All Points Transit, Inc.",7500.00,Montrose,General Operating,
Anschutz Family Foundation,2012,WesternSlope,Montrose,Black Canyon Boys and Girls Club,5000.00,Montrose,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,WesternSlope,Montrose,Hospice & Palliative Care of Western Colorado,5000.00,Montrose,Program,Hospice
Anschutz Family Foundation,2012,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services
Anschutz Family Foundation,2012,WesternSlope,Montrose,Retired Seniors Volunteer Program-Colorado West,5000.00,Montrose,General Operating,
Boettcher Foundation,2012,WesternSlope,Montrose,Colorado FFA Foundation,1162.00,Montrose,General Operating,
Boettcher Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,75000.00,Montrose,Capital,Health                                                                     
Boettcher Foundation,2012,WesternSlope,Montrose,Montrose Regional Library District,25000.00,Montrose,Capital,
Caring for Colorado Foundation,2012,WesternSlope,Montrose,Montrose County School District,37675.00,Montrose,Not Provided,
Daniels Fund,2012,WesternSlope,Montrose,Christ's Kitchen,10000.00,Montrose,General Operating,Human Services
Daniels Fund,2012,WesternSlope,Montrose,"Delta Montrose Youth Services, Inc.",20000.00,Montrose,General Operating,Children and Youth Services
Daniels Fund,2012,WesternSlope,Montrose,Dream Catcher Therapy Center Incorporated,5000.00,Olathe,General Operating,Disabled Persons
Daniels Fund,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",15000.00,Montrose,General Operating,"Community, Public Affairs"
Daniels Fund,2012,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,Other,Education
Daniels Fund,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",31000.00,Montrose,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club,15000.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County Health and Human Services,2500.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2012,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox,Program,Education
El Pomar Foundation,2012,WesternSlope,Montrose,Rimrocker Historical Society of Western Montrose County,1500.00,Nucla,Other,"Arts, Culture & Humanities "
El Pomar Foundation,2012,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,General Operating,
El Pomar Foundation,2012,WesternSlope,Montrose,"Casa of the Seventh Judicial District, Inc.",10000.00,Montrose,Program,Abuse & Neglect Prevention
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose,Program,Human Services
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla,Program,Emergency Assistance      
El Pomar Foundation,2012,WesternSlope,Montrose,Colorado Future Farmers of America Foundation,1500.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2012,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,3000.00,Montrose,Program,Abuse & Neglect Prevention
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County Department of Health and Human Services,1500.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J,75000.00,Montrose,Capital,Education
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Regional Library District,25000.00,Montrose,Capital,"Community, Public Affairs"
Gates Family Foundation,2012,WesternSlope,Montrose,Black Canyon Land Trust,70000.00,Montrose,Capital,"Environment, Conservation"
Gates Family Foundation,2012,WesternSlope,Montrose,Nucla Public Library,19000.00,Nucla,Capital,"Arts, Culture & Humanities "
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose,General Operating,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,General Operating,"Community, Public Affairs"
