funder,year,region,county,nonprofit,amount,city,type ,category,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Girls on the Run of the Grand Valley,5000.00,Grand Junction,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Grand Junction High School,15000.00,Grand Junction,Program,Education ,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Hospice & Palliative Care of Western Colorado,25000.00,Grand Junction,Capital,Health,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",15000.00,Grand Junction,General Operating,Health,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital Foundation,50000.00,Grand Junction,Program,Health,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Karis, Inc.",5000.00,Grand Junction,Program,"Housing, Homeless shelters",,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa County Retired and Senior Volunteer Program, Inc.",10000.00,Grand Junction,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Strong Families Safe Kids,5000.00,Grand Junction,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",5000.00,Grand Junction,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Homeward Bound of the Grand Valley, Inc.",7500.00,Grand Junction,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",10000.00,Grand Junction,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Western Colorado Council, Boy Scouts of America",5000.00,Grand Junction,Program,Youth Development,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,2000.00,Grand Junction,Program,Child and Youth Services,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Tree House Center for Troubled Youth, Inc.",2000.00,Grand Junction,Program,Child and Youth Services,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Western Colorado Suicide Prevention Foundation,3000.00,Grand Junction,Program,Child and Youth Services,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,2500.00,Grand Junction,General Operating,Health,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,"Mesa Youth Services, Inc.",5000.00,Grand Junction,General Operating,Child and Youth Services,,,,
El Pomar Foundation,2012,WesternSlope,Mesa,Riverside Educational Center,2500.00,Grand Junction,General Operating,Education,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Black Canon Boys and Girls Club,10000.00,Montrose,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Regional Library District,5000.00,Montrose,Program,Education ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,10000.00,Montrose,Capital,Health,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,10000.00,Montrose,General Operating,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Habitat for Humanity of Montrose County,10000.00,Montrose,Program ,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Haven House of Montrose,5000.00,Montrose,General Operating,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",5000.00,Montrose,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,2500.00,Nucla,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Dream Catcher Therapy Center,2500.00,Olathe,Program ,Animal Protection and Welfare,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Association of Montrose Churches, Inc.",4500.00,Aspen,General Operating,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Delta County Joint School District 50J,1500.00,Delta,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Delta Food Pantry, Inc.",1500.00,Delta,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Delta-Montrose Electric Association Charitable Trust,7500.00,Delta,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",2500.00,Montrose,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Montrose Rotary Club Youth Foundation,5000.00,Montrose,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,General Operating,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Black Canyon Boys and Girls Club,15000.00,Montrose,Program,Youth Development,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,"Sharing Ministries, Inc.",2500.00,Montrose,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Montrose,Telluride Foundation,2500.00,Montrose,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resources Consortium,7000.00,Ridgway,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,Ouray,"Ouray County Neighbor to Neighbor, Inc.",5000.00,Ouray,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,Program,Health,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,Sheridan Arts Foundation,5000.00,Telluride,General Operating,Arts & Humanities,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,"Angel Baskets, Inc.",3500.00,Telluride,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,Human Services ,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,35000.00,Telluride,Program,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,2500.00,Telluride,General Operating,Civic and Community,,,,
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,10000.00,Telluride,Program,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,Bright Futures,87000.00,Telluride,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Community Food Bank,5000.00,Grand Junction,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Doors 2 Success,1500.00,Grand Junction,Program,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison County,20000.00,Gunnison,Program,Health,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison Watershed School District RE 1J,53000.00,Gunnison,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Kids Aid,2500.00,Grand Junction,Program,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,Nucla Public Library,2800.00,Nucla,Capital,Education,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Ouray County,20000.00,Ouray,Capital,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Animal Humane Society of Ouray County,20000.00,Ridgway,Capital,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Delta,Blue Sage Center,5000.00,Paonia,General Operating,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Crested Butte Mountain Educational Radio,5000.00,Crested Butte,Capital,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Friends of the Ouray Public Library,2500.00,Ouray,General Operating,Education,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Friends of the Wright Opera House,25000.00,Ouray,Capital,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Girls on the Run of the Grand Valley,5000.00,Grand Junction,General Operating,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison Council for the Arts,3200.00,Gunnison,General Operating,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,Gunnison Watershed School District RE 1J,1800.00,Gunnison,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,5000.00,Grand Junction,Program,Health,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Karis, Inc.",5000.00,Grand Junction,Program,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"Maslow Academy of Applied Learning, Inc.",5000.00,Montrose,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa State College Foundation,5000.00,Grand Junction,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Mesa Youth Services, Inc.",2500.00,Grand Junction,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Ouray,Ouray County Food Pantry,2500.00,Ouray,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Riverside Educational Center,2500.00,Grand Junction,General Operating,Education,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,San Miguel Mentoring Program,2000.00,Telluride,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,"Six Points Evaluation and Training, Inc.",15000.00,Gunnison,Capital,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,The 7th Judicial District Child Advocacy Center,2500.00,Montrose,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"Welcome Home Montrose, Inc.",2500.00,Montrose,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Western Council Boy Scouts of America,2500.00,Grand Junction,General Operating,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,Wright Stuff Community Foundation,5000.00,Norwood,General Operating,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Avalon Theatre Foundation, Inc.",50000.00,Grand Junction,Capital,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,"CASA of the Seventh Judicial District, Inc.",5000.00,Montrose,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Delta,City of Delta,25000.00,Delta,Capital,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Gunnison,City of Gunnison,10000.00,Gunnison,Capital,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Delta,Creamery Arts Center,1500.00,Hotchkiss,General Operating,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,Hilltop Health Services Corporation,54598.00,Grand Junction,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,Montrose,Magic Circle Players,10000.00,Montrose,Capital,Arts and Culture,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa Developmental Services,10000.00,Grand Junction,Capital,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction,Program,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Child and Migrant Services, Inc.",7500.00,Palisade,General Operating,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,Delta,Delta County Citizens for Animal Welfare and Shelter,10000.00,Paonia,General Operating,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa State College Foundation,75000.00,Grand Junction,Program,Education,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Colorado Mesa University,50000.00,Grand Junction,Program,Civic and Community,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,Mesa County Library District,50000.00,Grand Junction,Capital,Education,,,,
El Pomar Foundation,2013,WesternSlope,Mesa,"Mesa Youth Services, Inc.",20000.00,Grand Junction,Program,Human Services,,,,
El Pomar Foundation,2013,WesternSlope,San Miguel,Telluride Foundation,12000.00,Telluride,Program,Civic and Community,,,,
Daniels Fund,2009,WesternSlope,Delta,All American Families,5000.00,Delta,General Operating,Human Services,,,,
Daniels Fund,2009,WesternSlope,Delta,Delta County,125000.00,Delta,Not Provided,Health                                                                     ,,,,
Daniels Fund,2009,WesternSlope,Gunnison,Gunnison Country Partners,15000.00,Gunnison,General Operating,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Gunnison,Stepping Stones Children's Center,5000.00,Crested Butte,Other,Education,,,,
Daniels Fund,2009,WesternSlope,Mesa,"Boy Scouts of America, Western Colorado Council",20000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Mesa,Grand Junction Housing Authority,30000.00,Grand Junction,Capital,Human Services,,,,
Daniels Fund,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach,20904.00,Grand Junction,Capital,Human Services,,,,
Daniels Fund,2009,WesternSlope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",5000.00,Grand Junction,Program,"Philanthropy, Volunteerism, Grants",,,,
Daniels Fund,2009,WesternSlope,Mesa,"Mesa Youth Services, Inc.",18000.00,Grand Junction,Program,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Mesa,Riverside Educational Center,15000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Mesa,"The Tree House Center for Troubled Youth, Inc.",15000.00,Grand Junction,Program,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Montrose,Christ's Kitchen,10000.00,Montrose,General Operating,Human Services,,,,
Daniels Fund,2009,WesternSlope,Montrose,"Delta Montrose Youth Services, Inc.",20000.00,Montrose,General Operating,Children and Youth Services,,,,
Daniels Fund,2009,WesternSlope,Montrose,Dream Catcher Therapy Center Incorporated,5000.00,Olathe,General Operating,Disabled Persons,,,,
Daniels Fund,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",15000.00,Montrose,General Operating,"Community, Public Affairs",,,,
Daniels Fund,2009,WesternSlope,Montrose,Passage Charter School,5000.00,Montrose,Other,Education,,,,
Daniels Fund,2009,WesternSlope,Montrose,"Sharing Ministries, Inc.",31000.00,Montrose,General Operating,Human Services,,,,
Daniels Fund,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Education,,,,
Daniels Fund,2010,WesternSlope,Delta,"Senior CommUnity Meals, Inc.",20000.00,Eckert,Program,Human Services,,,,
Daniels Fund,2010,WesternSlope,Delta,Delta County Meth Task Force,40000.00,Delta,Program,Health                                                                     ,,,,
Daniels Fund,2010,WesternSlope,Delta,Delta County School District 50-J,35000.00,Delta,Program,Children and Youth Services,,,,
Daniels Fund,2010,WesternSlope,Mesa,City of Fruita,25000.00,Fruita,Capital,"Community, Public Affairs",,,,
Daniels Fund,2010,WesternSlope,Mesa,Hospice & Palliative Care of Western Colorado,30000.00,Grand Junction,General Operating,Hospice,,,,
Daniels Fund,2010,WesternSlope,Mesa,Saint Mary's Hospital Development,30000.00,Grand Junction,Program,Health                                                                     ,,,,
Daniels Fund,2010,WesternSlope,Mesa,Colorado Discover Ability Integrated Outdoor,10000.00,Grand Junction,General Operating,Disabled Persons,,,,
Daniels Fund,2010,WesternSlope,Mesa,Center for Independence,10000.00,Grand Junction,Program,Disabled Persons,,,,
Daniels Fund,2010,WesternSlope,Mesa,Mesa Developmental Services,40000.00,Grand Junction,Capital,Disabled Persons,,,,
Daniels Fund,2010,WesternSlope,Mesa,Community Food Bank,15000.00,Grand Junction,General Operating,Human Services,,,,
Daniels Fund,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,100000.00,Grand Junction,Program,"Housing, Homeless shelters",,,,
Daniels Fund,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,"Domestic Violence Shelters, Services",,,,
Daniels Fund,2010,WesternSlope,Mesa,Community Friends of Collbran Job Corps,5000.00,Collbran,General Operating,Children and Youth Services,,,,
Daniels Fund,2010,WesternSlope,Mesa,"The Tree House Center for Troubled Youth, Inc.",10000.00,Grand Junction,Program,Children and Youth Services,,,,
Daniels Fund,2010,WesternSlope,Montrose,RSVP Colorado West,15000.00,Montrose,Other,"Philanthropy, Volunteerism, Grants",,,,
Daniels Fund,2010,WesternSlope,Montrose,"Sharing Ministries, Inc",35000.00,Montrose,General Operating,Human Services,,,,
Daniels Fund,2010,WesternSlope,Montrose,Black Canyon Boys & Girls Club,20000.00,Montrose,General Operating,Children and Youth Services,,,,
Daniels Fund,2010,WesternSlope,Montrose,"Delta Montrose Youth Services, Inc",25000.00,Montrose,General Operating,Children and Youth Services,,,,
Daniels Fund,2010,WesternSlope,San Miguel,San Miguel Mentoring Program,7500.00,Telluride,General Operating,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Gunnison,Paradise Place Community Christian School,8300.00,Crested Butte,Program,Education,,,,
Daniels Fund,2011,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,General Operating,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Hinsdale,Hinsdale County Public Health Agency,10000.00,Lake City,Program,Health                                                                     ,,,,
Daniels Fund,2011,WesternSlope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",10000.00,Grand Junction,Program,"Philanthropy, Volunteerism, Grants",,,,
Daniels Fund,2011,WesternSlope,Mesa,"Mesa County Retired & Senior Volunteer Program, Inc.",2500.00,Grand Junction,General Operating,"Philanthropy, Volunteerism, Grants",,,,
Daniels Fund,2011,WesternSlope,Mesa,Community Food Bank,20000.00,Grand Junction,General Operating,Human Services,,,,
Daniels Fund,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,"Domestic Violence Shelters, Services",,,,
Daniels Fund,2011,WesternSlope,Mesa,"Boy Scouts of America, Western Colorado Council",25000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",18000.00,Grand Junction,Program,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",2500.00,Grand Junction,General Operating,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Mesa,Riverside Educational Center,15000.00,Grand Junction,General Operating,Children and Youth Services,,,,
Daniels Fund,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",25000.00,Montrose,General Operating,"Community, Public Affairs",,,,
Daniels Fund,2011,WesternSlope,Montrose,Christ's Kitchen,15000.00,Montrose,General Operating,Human Services,,,,
Daniels Fund,2011,WesternSlope,Ouray,Uncompahgre Board of Cooperative Services,27770.00,Ridgway,General Operating,Disabled Persons,,,,
Daniels Fund,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Education,,,,
Daniels Fund,2012,WesternSlope,Delta,Delta County Meth Task Force,45000.00,Delta,General Operating,Alcoholism and Substance Abuse,,,,
Daniels Fund,2012,WesternSlope,Delta,Delta County School District 50J,35000.00,Delta,Program,Early Childhood Education,,,,
Daniels Fund,2012,WesternSlope,Delta,Volunteers of America - Senior Community Meals,25000.00,Eckert,Program,Aging,,,,
Daniels Fund,2012,WesternSlope,Mesa,"Boy Scouts of America, Western Colorado Council",25000.00,Grand Junction,General Operating,Youth Development,,,,
Daniels Fund,2012,WesternSlope,Mesa,Girls on the Run of the Grand Valley,10000.00,Grand Junction,General Operating,Amateur Sports,,,,
Daniels Fund,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach,25000.00,Grand Junction,Capital,Homeless and Disadvantaged,,,,
Daniels Fund,2012,WesternSlope,Mesa,Hospice & Palliative Care of Western Colorado,2500.00,Grand Junction,Program,Youth Development,,,,
Daniels Fund,2012,WesternSlope,Mesa,Kans Incorporated,20000.00,Grand Junction,Program,Homeless and Disadvantaged,,,,
Daniels Fund,2012,WesternSlope,Mesa,Mesa Youth Services ,20000.00,Grand Junction,Program,Youth Development,,,,
Daniels Fund,2012,WesternSlope,Mesa,Sain Mary's Hospital Development Foundation,52000.00,Grand Junction,Program,Aging,,,,
Daniels Fund,2012,WesternSlope,Mesa,"The Tree House Center for Troubled Youth, Inc.",15000.00,Grand Junction,Program,Youth Development,,,,
Daniels Fund,2012,WesternSlope,Montrose,Haven House of Montrose,15000.00,Montrose,General Operating,Homeless and Disadvantaged,,,,
Daniels Fund,2012,WesternSlope,Montrose,Passage Charter School,10000.00,Montrose,Program,Early Childhood Education,,,,
Daniels Fund,2012,WesternSlope,Montrose,RSVP Colorado West,15000.00,Montrose,Program,Aging,,,,
Daniels Fund,2012,WesternSlope,Montrose,Sharing Ministries,20000.00,Montrose,General Operating,Homeless and Disadvantaged,,,,
Daniels Fund,2013,WesternSlope, Mesa ," Boy Scouts of America, Western Colorado Council ",30000.00, Grand Junction , General Operating Support , Youth Development ,,,,
Daniels Fund,2013,WesternSlope, Delta , City of Delta ,50000.00, Delta , Capital Campaign , Aging ,,,,
Daniels Fund,2013,WesternSlope, Mesa , Hilltop Health Services Corporation ,30000.00, Grand Junction , Program / Project , Homeless and Disadvantaged ,,,,
Daniels Fund,2013,WesternSlope, Mesa , Hospice & Palliative Care of Western Colorado ,50000.00, Grand Junction , Capital Campaign , Aging ,,,,
Daniels Fund,2013,WesternSlope, Mesa , Hospice & Palliative Care of Western Colorado ,2500.00, Grand Junction , Program / Project , Youth Development ,,,,
Daniels Fund,2013,WesternSlope, Mesa ," Mesa Developmental Services, dba Strive ",25000.00, Grand Junction , Program / Project , Disabilities ,,,,
Daniels Fund,2013,WesternSlope, Mesa ," Mesa Youth Services, Incorporated, dba Mesa County Partners ",2500.00, Grand Junction , General Operating Support , Youth Development ,,,,
Daniels Fund,2013,WesternSlope, Montrose ," Montrose County Senior Citizens Transportation, Incorporated, dba All Points Transit ",48000.00, Montrose , General Operating Support , Aging ,,,,
Daniels Fund,2013,WesternSlope, Montrose , RSVP Colorado West ,15000.00, Montrose , Program / Project , Aging ,,,,
Daniels Fund,2013,WesternSlope, Gunnison ," Western State College Foundation, Incorporated dba Western State Colorado University Foundation ",30000.00, Gunnison , Program / Project , Boundless Opportunity Scholarship ,,,,
Caring for Colorado Foundation,2009,WesternSlope,Gunnison,"Gunnison County Health and Human Services, Multicultural Resource Office",49088.00,Gunnison,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,"Hilltop Community Resources, Inc.",35000.00,Grand Junction,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,40000.00,Grand Junction,General Operating,Hospice,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",50000.00,Grand Junction,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,Mesa State College,50000.00,Grand Junction,General Operating,Education,,,,
Caring for Colorado Foundation,2009,WesternSlope,Mesa,Western Colorado Area Health Education Center (WCAHEC),56000.00,Grand Junction,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,Montrose,Montrose County School District,37675.00,Montrose,Not Provided,,,,,
Caring for Colorado Foundation,2009,WesternSlope,San Miguel,Norwood Fire Protection District,68559.00,Norwood,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,San Miguel,Telluride Foundation,53782.00,Telluride,General Operating,,,,,
Caring for Colorado Foundation,2009,WesternSlope,San Miguel,Uncompahgre Medical Center,51000.00,Norwood,General Operating,,,,,
Caring for Colorado Foundation,2010,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,49088.00,Gunnison,Other,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Family Health West,100000.00,Fruita,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Program,,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,"Marillac Clinic, Inc.",100000.00,Grand Junction,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Mesa State College,33573.00,Grand Junction,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Western Colorado Area Health Education Center (WCAHEC),100000.00,Grand Junction,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,50000.00,Montrose,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,Montrose,Montrose County Senior Citizens Transportation dba All Points Transit,30000.00,Montrose,Program,,,,,
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,The Telluride Medical Center Foundation,10600.00,Telluride,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,Uncompahgre Medical Center,125000.00,Norwood,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,50000.00,Gunnison,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,Hinsdale,"LCMC Endowment Fund, Inc.",100000.00,Lake City,Capital,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,Mesa,"VOANS PACE, Inc. dba Senior CommUnity Care",52000.00,Montrose,Capital,,,,,
Caring for Colorado Foundation,2011,WesternSlope,Montrose,Montrose County School District RE-1J,10473.00,Montrose,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc. dba All Points Transit",30000.00,Montrose,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,72284.00,Telluride,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinics dba Uncompahgre Medical Center,100000.00,Norwood,Program,Health                                                                     ,,,,
Caring for Colorado Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,50000.00,Gunnison,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",39885.00,Grand Junction,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,47940.00,Montrose,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Montrose,Montrose County School District RE-1J,12975.00,Montrose,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizen's Transportation, Inc.",35000.00,Montrose,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,Montrose,"Olathe Community Clinic, Inc.",45250.00,Olathe,Program,Health,,,,
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Tri-County Health Network,69595.00,Telluride,Program,Health,,,,
