Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Montezuma Land Conservancy,"$10,000.00",Cortez,General Operating,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Onward! A Legacy Foundation,"$10,000.00",Cortez,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,Onward! A Legacy Foundation,"$2,500.00",Cortez,Program,Civic and Community,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Bridge Emergency Shelter,"$2,500.00",Cortez,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Pi–on Project,"$5,000.00",Cortez,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Montezuma ,The Pi–on Project,"$10,000.00",Cortez,Program,Human Services,12/15/14,,,,,,,,,,
Adolph Coors Foundation,2014,Southwest,Montezuma,Onward! A Legacy Foundation,"$6,000.00",Cortez,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,"CASA of the Four Corners, Inc.","$3,500.00",Cortez,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Children's Kiva,"$7,500.00",Cortez,General Operating,Early Childhood,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,KSJD,"$10,000.00",Cortez,Program,"Civic, Community, and Technical Assistance",4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Mancos Public Library District,"$7,500.00",Mancos,General Operating,"Civic, Community, and Technical Assistance",11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Medicine Horse Center,"$7,500.00",Mancos,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,"Renew, Inc.","$5,000.00",Cortez,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Montezuma,Senior Housing Options,"$5,133.00",Cortez,Capital,Senior Programs,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Four Corners Child Advocacy Center,"$5,000.00",Cortez,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,The Bridge Emergency Shelter,"$7,500.00",Cortez,General Operating,Indigent,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,The Bridge Emergency Shelter,"$2,500.00",Cortez,General Operating,Indigent,12/4/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Medicine Horse Center,"$15,000.00",Mancos,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,Montezuma,Medicine Horse Center,"$5,000.00",Mancos,General Operating,Disabled,12/4/14,,,,,,,,,,
Boettcher Foundation,2014,Southwest,Montezuma,Crow Canyon Archaeological Center,"$50,000.00",Cortez,Capital,Arts & Culture,7/1/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,Montezuma County Public Health Department,"$25,823.00",Cortez,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,"Planned Parenthood of the Rocky Mountains, Inc.","$50,000.00",Cortez,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,Montezuma,"Southwest Health System, Inc.","$50,000.00",Cortez,Capital,Health,6/25/14,,,,,,,,,,
Gates Family Foundation,2014,Southwest,Montezuma,Mesa Verde Foundation,"$35,000.00",Cortez,Capital,Parks-Conservation-Recreation,1/31/2014,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,Montezuma,The Pinon Project,"$10,000.00",Cortez,General Support,Civic and Community,6/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Montezuma,Dolores School District RE-4A,"$30,000.00",Dolores,Program,Special Project - Education,10/9/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Montezuma,Montelores Early Childhood Council,"$25,000.00",Cortez,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Montezuma,Pi–on Project Family Resource Center,"$40,000.00",Cortez,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Montezuma,Mancos Public Library,"$5,000.00",Mancos,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,Montezuma,Montezuma-Cortez School District R-1,"$106,753.00",Cortez,Program,Health,10/16/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,Montezuma,Mancos Conservation District,"$52,965.00",Mancos,Program,Health,2/25/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,Montezuma,"Hospice of Montezuma, Inc.","$5,000.00",Cortez,General Operating,,7/9/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Big Brothers Big Sisters of Southwest Colorado,"$35,000.00",Durango,Program,Human Services,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Boys and Girls Club of La Plata County,"$5,000.00",Durango,General Operating,Civic and Community,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Dogsters Spay & Neuter Program,"$7,500.00",Durango,Program,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Durango Adult Education Center,"$10,000.00",Durango,General Operating,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Durango Arts Center,"$10,000.00",Durango,Program,Arts and Culture,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Early Childhood Council Of La Plata County,"$100,000.00",Durango,Program,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Garden Project of Southwest Colorado,"$5,000.00",Durango,General Operating,Civic and Community,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,La Plata County Humane Society,"$10,000.00",Durango,Capital,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,"Liberty School, Inc.","$2,500.00",Durango,Program,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,Mercy Health Foundation,"$25,000.00",Durango,Capital,Health,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,"Music in the Mountains, Inc.","$5,000.00",Durango,General Operating,Arts and Culture,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,San Juan Symphony,"$2,500.00",Durango,General Operating,Arts and Culture,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,La Plata ,United Way of Southwest Colorado,"$5,000.00",Durango,Program,Human Services,7/24/14,,,,,,,,,,
Adolph Coors Foundation,2014,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$20,000.00",Durango,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Southwest,La Plata,Boys & Girls Club of La Plata County,"$15,000.00",Durango,General Operating,,3/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Southwest,La Plata,People Improving Communities and Kids,"$8,000.00",Hesperus,Capital,,3/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Alternative Horizons Corporation,"$5,000.00",Durango,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Boys and Girls Club of La Plata County,"$7,000.00",Durango,General Operating,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Companeros Four Corners Immigrant Resource Center,"$8,500.00",Durango,General Operating,Self Sufficiency,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Ignacio Community Library District,"$7,120.00",Ignacio,Program,Literacy,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,La Plata Family Centers Coalition,"$5,000.00",Durango,General Operating,Families,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,La Plata Youth Services,"$5,000.00",Durango,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,La Plata Youth Services,"$5,000.00",Durango,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Manna Soup Kitchen,"$10,000.00",Durango,General Operating,Food/Shelter/Homeless,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,"Mercy Housing, Inc.","$7,500.00",Durango,General Operating,Low Income Housing,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Sexual Assault Services Organization,"$7,500.00",Durango,Program,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,Southwest Center for Independence,"$7,500.00",Durango,Program,Disabled,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,"The Adult Learning Center, Inc.","$6,000.00",Ignacio,General Operating,Literacy,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,La Plata,The Garden Project of Southwest Colorado,"$7,000.00",Durango,General Operating,Self Sufficiency,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$10,000.00",Durango,General Operating,Indigent,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$10,000.00",Durango,General Operating,Youth,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,La Plata Family Centers Coalition,"$10,000.00",Durango,Program Support,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Boys & Girls Club of La Plata County,"$5,000.00",Durango,General Operating,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Alternative Horizons Corporation,"$10,000.00",Durango,Program Support,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Sexual Assault Services Organization,"$7,500.00",Durango,Program Support,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Adaptive Sports Association,"$10,000.00",Durango,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Southwest,La Plata,Alternative Horizons Corporation,"$2,500.00",Durango,General Operating,Youth,12/4/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Southwest,La Plata,"Southwest Colorado Mental Health Center, Inc.","$50,000.00",Durango,Capital,Health,1/29/14,,,,,,,,,,
Daniels Fund,2014,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$35,000.00",Durango,General Operating,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$15,000.00",Durango,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$2,500.00",Durango,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Southwest,La Plata,"Community Connections, Incorporated","$12,000.00",Durango,Program,Disabilities,,,,,,,,,,,
Gates Family Foundation,2014,Southwest,La Plata,Healthy Community Food Systems,"$48,000.00",Durango,Program,Rural Communities,12/15/2014,,,,,,,,,,
Gates Family Foundation,2014,Southwest,La Plata,Durango School District 9-R,"$80,000.00",Durango,Program,Education,10/31/2014,,,,,,,,,,
Gates Family Foundation,2014,Southwest,La Plata,Manna The Durango Soup Kitchen,"$50,000.00",Durango,Capital,"Well-being of Children, Youth & Families",5/30/2014,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$15,000.00",Durango,General Support,Youth,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,La Plata,Boys and Girls Club of La Plata County,"$20,000.00",Durango,General Support,Youth,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,La Plata,Disabled Sports USA,"$15,000.00",Durango,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$15,000.00",Durango,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Southwest,La Plata,Women's Resource Center- Durango,"$10,000.00",Durango,General Support,Civic and Community,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Campbell Child and Family Center,"$22,000.00",Durango,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Durango Early Childhood Professional Development Training Project,"$65,453.00",Durango,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Commons Child Care Center,"$9,000.00",Durango,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,La Plata Family Centers Coalition,"$30,000.00",Durango,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Southern Ute Community Action Programs,"$30,000.00",Ignacio,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Riverhouse Children's Center,"$20,000.00",Durango,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,La Plata,Early Childhood Council of La Plata County,"$25,000.00",Durango,General Operating,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,San Juan Basin Health Department,"$376,840.00",Durango,Program,Health,6/25/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,Axis Health System,"$357,000.00",Durango,Program,Health,6/12/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,San Juan Basin Health Department,"$188,867.00",Durango,Program,Health,6/25/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,Southwestern Colorado Area Health Education Center,"$155,335.00",Durango,Technical Assistance,Health,2/6/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,Axis Health System,"$139,642.00",Durango,Program,Health,8/21/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,La Plata,Healthy Community Food Systems (HCFS),"$74,494.00",Hesperus,Program,Health,6/24/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,La Plata,AHEC-Southwestern Colorado,"$3,150.00",Durango,General Operating,Health,2/7/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,La Plata,La Plata Family Centers Coalition,"$5,000.00",Durango,General Operating,,7/10/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,La Plata,Southern Ute Indian Tribe,"$5,000.00",Ignacio,General Operating,,8/11/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Dolores ,Dolores County School District RE-2J,"$5,000.00",Dove Creek,Program,Human Services,12/15/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Dolores,Dolores County School District,"$3,000.00",Rico,General Operating,Early Childhood,4/30/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Dolores,Rico Preschool,"$5,000.00",Rico,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Dolores,Dove's Nest Early Care and Education Center,"$6,000.00",Dove Creek,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,Dolores,Community Health Clinic,"$235,300.00",Dove Creek,General Operating,Health,6/19/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Archuleta ,"Chimney Rock Interpretive Association, Inc.","$2,500.00",Pagosa Springs,General Operating,Arts and Culture,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Archuleta ,Community United Methodist Church,"$5,000.00",Pagosa Springs,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Archuleta ,Loaves and Fishes of Archuleta County - Colorado,"$1,500.00",Pagosa Springs,General Operating,Human Services,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Southwest,Archuleta ,The Adult Learning Center Inc.,"$10,000.00",Ignacio,General Operating,Education,12/15/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Archuleta,Archuleta County Victim Assistance Program,"$5,000.00",Pagosa Springs,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Archuleta,Loaves and Fishes of Archuleta County,"$5,000.00",Pagosa Springs,General Operating,Food/Shelter/Homeless,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Archuleta,"Pagosa Crisis Pregnancy Center, Inc.","$5,000.00",Pagosa Springs,Program,Families,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Southwest,Archuleta,Peak Access,"$7,500.00",Pagosa Springs,Program,Disabled,11/30/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Archuleta,Seeds of Learning,"$31,500.00",Pagosa Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Southwest,Archuleta,Pagosa Crisis Pregnancy Center,"$5,000.00",Pagosa Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Health Foundation,2014,Southwest,Archuleta,Dr. Mary Medical Foundation,"$224,830.00",Pagosa Springs,Program,Health,2/6/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,Archuleta,Archuleta County Veterans Services Office,"$5,000.00",Pagosa Springs,General Operating,,7/9/14,,,,,,,,,,
The Colorado Trust,2014,Southwest,Archuleta,TARA Historical Society @ Navajo Lake,"$5,000.00",Arboles,General Operating,,7/9/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Pitkin ,Aspen Community Foundation,"$3,000.00",Aspen,Program,Education,8/20/13,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Pitkin,"Buddy Program, The","$10,000.00",Aspen,General Operating,,7/31/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Center for Enriched Communications, Inc.","$1,500.00",Grand Junction,Program,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Colorado Mesa University,"$175,000.00",Grand Junction,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Colorado Riverfront Foundation,"$2,500.00",Grand Junction,Program,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Community Food Bank,"$5,000.00",Grand Junction,General Operating,Human Services,12/17/13,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Court Appointed Special Advocates of Mesa County,"$2,500.00",Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Grand Valley Catholic Outreach, Inc.","$50,000.00",Grand Junction,Capital,Human Services,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Hilltop Health Services Corporation,"$2,500.00",Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Homeward Bound of the Grand Valley,"$7,500.00",Grand Junction,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Hospice and Palliative Care of Western Colorado,"$2,500.00",Grand Junction,Program,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"John McConnell Math & Science Center of Western Colorado, Inc.","$2,500.00",Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Kids Voting Mesa County,"$2,500.00",Grand Junction,Program,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Kids Voting Mesa County,"$2,500.00",Grand Junction,General Operating,Civic and Community,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Mesa State College Foundation,"$225,000.00",Grand Junction,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Mesa State College Foundation,"$90,700.00",Grand Junction,Program,Education,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,"Mesa Youth Services, Inc.","$2,500.00",Grand Junction,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,"$5,000.00",Grand Junction,General Operating,Education,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,"$3,500.00",Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Riverside Educational Center,"$2,500.00",Grand Junction,General Operating,Education,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Mesa ,Western Slope Center for Children,"$5,000.00",Grand Junction,General Operating,Human Services,7/24/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,"John McConnell Math & Science Center of Western Colorado, Inc.","$15,000.00",Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,"Mesa Youth Services, Inc dba mesa county Partners","$15,000.00",Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,Riverside Education Center,"$10,000.00",Grand Junction,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Mesa,St. Mary's Foster Grandparent Program,"$7,500.00",Grand Junction,General Operating,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,CASA of Mesa County,"$8,000.00",Grand Junction,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Girls on the Run of Western Colorado,"$5,000.00",Grand Junction,General Operating,Outdoor Programs,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Habitat for Humanity of Mesa County,"$10,000.00",Grand Junction,Program,Low Income Housing,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Homeward Bound of the Grand Valley,"$10,000.00",Grand Junction,General Operating,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,"Karis, Inc.","$10,000.00",Grand Junction,Program,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Kids Aid,"$7,500.00",Grand Junction,General Operating,Food/Shelter/Homeless,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Mesa County Partners,"$7,500.00",Montrose,General Operating,Youth Development,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,Mesa County Partnership for Children and Families,"$5,000.00",Grand Junction,General Operating,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,"Mesa County RSVP, Inc.","$10,000.00",Grand Junction,General Operating,Senior Programs,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Mesa,St. Mary's Senior Companion/Foster Grandparent Programs,"$5,000.00",Grand Junction,General Operating,Senior Programs,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Counseling and Education Center,"$7,500.00",Grand Junction,General Operating,Indigent,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Mesa County Partners,"$7,500.00",Grand Junction,Program Support,Youth,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,CASA of Mesa County,"$5,000.00",Grand Junction,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Western Slope Center for Children,"$7,500.00",Grand Junction,General Operating,Youth,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,Grand Valley Catholic Outreach,"$5,000.00",Grand Junction,General Operating,Indigent,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,"Mesa County RSVP, Inc.","$15,000.00",Grand Junction,General Operating,Senior,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Mesa,"Pro Bono Project of Mesa County, Inc.","$5,000.00",Grand Junction,General Operating,Indigent,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,"Homeward Bound of the Grand Valley, Inc.","$75,000.00",Grand Junction,Capital,Social Service,11/1/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,"The Avalon Theatre Foundation, Inc.","$5,000.00",Grand Junction,Capital,Arts & Culture,8/1/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Mesa,Colorado Mesa University,"$150,000.00",Grand Junction,Capital,Education,4/1/14,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Girls on the Run of the Grand Valley,"$15,000.00",Grand Junction,General Operating,Amateur Sports,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Grand Valley Catholic Outreach Incorporated,"$200,000.00",Grand Junction,Capital,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,HopeWest,"$100,000.00",Grand Junction,Program,Aging,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,HopeWest,"$1,250.00",Grand Junction,Program,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,"Karis, Incorporated","$20,000.00",Grand Junction,Program,Homeless and Disadvantaged,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Mesa County Government,"$300,000.00",Grand Junction,Capital,Amateur Sports,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Mesa County Partnership for Children and Families,"$35,000.00",Grand Junction,Program,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,"Mesa Youth Services, Incorporated","$2,500.00",Grand Junction,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Riverside Educational Center,"$30,000.00",Grand Junction,General Operating,Youth Development,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Mesa,Saint Mary's Hospital Development Foundation,"$65,000.00",Grand Junction,Program,Aging,,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Mesa,Grand Valley Catholic Outreach,"$25,000.00",Grand Junction,Program,Health,10/2/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Access Roaring Fork,"$5,000.00",Carbondale,General Operating,Education,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Aspen to Parachute Dental Health Alliance,"$5,000.00",Glenwood Springs,General Operating,Health,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Carbondale Community Nonprofit Center,"$5,000.00",Carbondale,General Operating,Civic and Community,3/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,"Colorado Mountain College Foundation, Inc.","$13,700.00",Glenwood Springs,Program,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Habitat for Humanity of the Roaring Fork Valley,"$2,500.00",Glenwood Springs,General Operating,Human Services,7/24/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Garfield ,Literacy Outreach,"$2,500.00",Glenwood Springs,General Operating,Education,12/15/14,,,,,,,,,,
