Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Bridge Emergency Shelter,"$10,000.00",Cortez,General Operating,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,St. Barnabas of the Valley,"$5,000.00",Cortez,Capital,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Bridge Emergency Shelter,"$5,500.00",Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Montezuma County Health Department,"$2,500.00",Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Pi–on Project,"$5,500.00",Cortez,Program,Human Services ,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Four Corners Child Advocacy Center,"$5,000.00",Cortez,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Montezuma-Cortez School District RE-1,"$5,000.00",Cortez,Program,Education,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,"$5,000.00",Cortez,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,"$10,000.00",Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Onward! A Legacy Foundation,"$5,000.00",Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,Montezuma,Pi–on Project,"$10,000.00",Cortez,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,"$2,500.00",Silverton,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,"Silverton San Juan County Ambulance Association, Inc.","$6,683.00",Silverton,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Southwest,San Juan,Mountain Studies Institute San Juan Mountains Colorado,"$10,000.00",Silverton,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2012,Southwest,San Juan,Silverton Youth Center,"$5,000.00",Silverton,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta Montrose Youth Services,"$10,000.00",Montrose,General Operating,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Surface Creek Community Services,"$2,000.00",Cedaredge,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County Joint School District 50J,"$15,000.00",Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County Joint School District 50J,"$2,500.00",Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County School District 50J,"$1,500.00",Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Delta,Delta County School District 50J,"$1,000.00",Delta,Program,Education,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Colorado Plateau Mountain-Bike Trail Association, Inc.","$15,000.00",Grand Junction,Program,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Girls on the Run of the Grand Valley,"$5,000.00",Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Grand Junction High School,"$15,000.00",Grand Junction,Program,Education ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,"$25,000.00",Grand Junction,Capital,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.","$15,000.00",Grand Junction,General Operating,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,St. Mary's Hospital Foundation,"$50,000.00",Grand Junction,Program,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Karis, Inc.","$5,000.00",Grand Junction,Program,"Housing, Homeless shelters",,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Mesa County Retired and Senior Volunteer Program, Inc.","$10,000.00",Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Strong Families Safe Kids,"$5,000.00",Grand Junction,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.","$5,000.00",Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,"$5,000.00",Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Homeward Bound of the Grand Valley, Inc.","$7,500.00",Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.","$10,000.00",Grand Junction,Program,Human Services ,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Western Colorado Council, Boy Scouts of America","$5,000.00",Grand Junction,Program,Youth Development,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Riverside Educational Center,"$2,000.00",Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Tree House Center for Troubled Youth, Inc.","$2,000.00",Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Western Colorado Suicide Prevention Foundation,"$3,000.00",Grand Junction,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,"$2,500.00",Grand Junction,General Operating,Health,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,"Mesa Youth Services, Inc.","$5,000.00",Grand Junction,General Operating,Child and Youth Services,,,,,
El Pomar Foundation,2012,Western Slope,Mesa,Riverside Educational Center,"$2,500.00",Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Vail Valley Foundation,"$25,000.00",Vail,Program,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Vail Valley Foundation,"$40,000.00",Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Youth Foundation,"$30,000.00",Edwards,Program,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Eagle County School District,"$20,000.00",Eagle,Program,Education ,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Bright Future Foundation for Eagle County,"$5,000.00",Avon,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Food Rescue Express of Eagle County,"$1,000.00",Edwards,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Salvation Army Vail Valley,"$9,000.00",Vail,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,SOS Outreach,"$2,000.00",Avon,Program,Child and Youth Services,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Bright Future Foundation for Eagle County,"$5,000.00",Avon,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Vail Valley Foundation,"$5,000.00",Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Vail Valley Foundation,"$2,500.00",Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Vail Valley Foundation,"$2,500.00",Vail,Program,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Eagle,Youth Foundation,"$10,000.00",Edwards,Program,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Carbondale Council on Arts and Humanities ,"$2,500.00",Carbondale,Program,Arts & Humanities,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Valley View Hospital Association,"$7,500.00",Glenwood Springs,Program,Health,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Manaus Fund,"$7,500.00",Carbondale,Program,Education ,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Youthzone,"$10,000.00",Glenwood Springs,General Operating,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Life Inter-Faith Team on Unemployment and Poverty,"$5,000.00",Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Mountain Family Health Centers,"$5,000.00",Glenwood Springs,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Aspen to Parachute Dental Health Alliance,"$5,000.00",Glenwood Springs,General Operating,Health,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,"Colorado West, Inc.","$20,000.00",Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Early Childhood Network,"$90,000.00",Glenwood Springs,Program,Education,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,Youthzone,"$10,000.00",Glenwood Springs,Program,Youth Development,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,"River Bridge Regional Center, Inc.","$5,000.00",Glenwood Springs,General Operating,Civic and Community,,,,,
El Pomar Foundation,2012,WesternSlope,Garfield,"Roaring Fork Friends of the Theater, Inc.","$2,500.00",Carbondale,General Operating,Arts & Humanities,,,,,
El Pomar Foundation,2012,WesternSlope,Pitkin,Aspen Community Foundation,"$3,500.00",Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Pitkin,Aspen Valley Medical Foundation Limited,"$3,000.00",Aspen,Program,Human Services ,,,,,
El Pomar Foundation,2012,WesternSlope,Pitkin,Pitkin County Health and Human Services,"$5,000.00",Aspen,Program,Health,,,,,
El Pomar Foundation,2012,WesternSlope,Pitkin,Aspen Valley Medical Foundation ,"$20,000.00",Aspen,General Operating,Education,,,,,
Gates Family Foundation,2012,Heart of CO,Chaffee,"Salida Area Parks, Open Space and Trails (SPOT)","$80,000.00",Salida,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Heart of CO,Custer,San Isabel Land Protection Trust,"$50,000.00",Westcliffe,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,Heart of CO,Lake,Advocates of Lake County,"$31,000.00",Leadville,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Heart of CO,Teller,CHOICES,"$30,000.00",Woodland Park,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northeast,Kit Carson,Burlington School District RE-6J,"$21,000.00",Burlington,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northeast,Lincoln,"Plains Medical Center, Inc.","$67,000.00",Limon,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northeast,Morgan,Fort Morgan Heritage Foundation,"$2,500.00",Fort Morgan,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Wray Public Library,"$70,000.00",Wray,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Cliff Cultural Community Center Theater,"$10,000.00",Wray,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Northeast,Yuma,Yuma Children's Academy,"$130,000.00",Yuma,Capital,Education,,,,,
Gates Family Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,"$50,000.00",Steamboat Springs,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northwest,Routt,Town of Hayden,"$10,000.00",Hayden,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Northwest,Routt,Steamboat Springs Winter Sports Club,"$100,000.00",Steamboat Springs,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2012,SanJuan,Gunnison,Gunnison Country Partners,"$50,000.00",Gunnison,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,SanJuan,Hinsdale,Lake City Public Library,"$35,000.00",Lake City,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,SanJuan,Hinsdale,Wee Care of Lake City,"$25,000.00",Lake City,Capital,Education,,,,,
Gates Family Foundation,2012,SanJuan,Montrose,Paradox Valley School,"$70,000.00",Paradox,Capital,Education,,,,,
Gates Family Foundation,2012,SanJuan,Montrose,Paradox Valley School,"$25,000.00",Paradox,Capital,Education,,,,,
Gates Family Foundation,2012,SanLuisValley,Alamosa,"La Puente Home, Inc.","$50,000.00",Alamosa,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,SanLuisValley,Conejos,Cumbres & Toltec Scenic Railroad Commission,"$60,000.00",Antonito,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,SanLuisValley,Costilla,Costilla County Economic Development Council,"$28,214.00",San Luis,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,SanLuisValley,Saguache,ScSEED,"$38,000.00",Villa Grove,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Southeast,Kiowa,Crow Luther Cultural Events Center,"$100,000.00",Eads,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Southwest,La Plata,Mountain Middle School,"$35,000.00",Durango,Capital,Education,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Riverhouse Children's Center,"$75,000.00",Durango,Capital,Education,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Youth Baseball of Southwestern Colorado,"$20,000.00",Durango,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Southwest,La Plata,Bayfield Lions Club Foundation,"$30,000.00",Bayfield,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,WesternSlope,Delta,High Country News,"$22,500.00",Paonia,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,WesternSlope,Delta,Needlerock Health Clinic,"$50,000.00",Crawford,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,WesternSlope,Garfield,Garfield County Public Library District,"$20,000.00",Rifle,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,WesternSlope,Garfield,Sonoran Institute,"$100,500.00",Glenwood Springs,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,"$34,000.00",Grand Junction,General Operating,"Environment, Conservation",,,,,
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,"$35,000.00",Grand Junction,Capital,"Environment, Conservation",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Heart of CO,Chaffee,"Colorado Farm to Table, Inc.","$50,000.00",Salida,Program,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Heart of CO,Teller,"Prospect Home Care-Hospice, Inc.","$15,000.00",Woodland Park,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Heart of CO,Teller,"Boys and Girls Club of South Park, Inc.","$12,500.00",Fairplay,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Lincoln,Limon Child Development Center,"$20,000.00",Limon,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.","$8,500.00",Holyoke,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,"Hospice of the Plains, Inc.","$12,500.00",Wray,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,"$12,500.00",Yuma,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Moffat,Boys & Girls Club of Northwest Colorado,"$30,000.00",Craig,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,"$20,000.00",Steamboat Springs,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,"Boys and Girls Clubs of the San Luis Valley, Inc.","$35,000.00",Alamosa,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.","$22,500.00",Alamosa,Program,"Housing, Homeless Shelters",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,San Luis Valley,Alamosa,Tu Casa Incorporated,"$10,000.00",Alamosa,Program,"Housing, Homeless Shelters",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,SanJuan,Gunnison,Gunnison Country Partners,"$25,000.00",Gunnison,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,SanJuan,Gunnison,Gunnison Country Partners,"$25,000.00",Gunnison,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,SanJuan,Montrose,"Montrose County Senior Citizens Transportation, Inc.","$22,500.00",Montrose,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,SanJuan,Montrose,"Delta-Montrose Youth Services, Inc.","$18,000.00",Montrose,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,SanJuan,Montrose,"Black Canyon Boys & Girls Club, Inc.","$15,000.00",Montrose,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southeast,Prowers,Lamar Community College Foundation,"$20,000.00",Lamar,Program,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southeast,Prowers,Lamar Area Hospice Association,"$10,000.00",Lamar,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$15,000.00",Durango,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,"Boys and Girls Club of La Plata County, Inc.","$15,000.00",Durango,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Disabled Sports USA Adaptive Sports Association,"$15,000.00",Durango,Program,Disabled Persons,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Manna the Durango Soup Kitchen,"$15,000.00",Durango,Program,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,La Plata,Women's Resource Center in Durango,"$12,500.00",Durango,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Southwest,Montezuma,The Pi–on Project,"$20,000.00",Cortez,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Hilltop Health Services Corporation,"$27,500.00",Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc.","$22,500.00",Grand Junction,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Marillac Clinic, Inc.","$20,000.00",Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Mesa Youth Service, Inc.","$20,000.00",Grand Junction,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,"Child and Migrant Services, Inc.","$15,000.00",Palisade,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Hospice and Palliative Care of Western Colorado,"$10,000.00",Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,Western Slope,Mesa,Western Slope Center for Children,"$10,000.00",Grand Junction,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,"Colorado Mountain College Foundation, Inc.","$40,000.00",Glenwood Springs,Program,Education,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,Family Visitor Program of Garfield County,"$20,000.00",Glenwood Springs,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,YouthZone,"$20,000.00",Glenwood Springs,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,Columbine Home Health,"$15,000.00",Glenwood Springs,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,Advocate Safehouse Project,"$12,500.00",Glenwood Springs,Program,"Domestic Violence Shelters, Services",,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Garfield,Mpower,"$7,500.00",New Castle,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Chaffee,Boys & Girls Clubs of Chaffee County,"$26,250.00",Salida,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Chaffee,Chaffee County Department of Health & Human Services,"$25,000.00",Salida,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Chaffee,"Chaffee County Montessori School, Inc.","$17,000.00",Salida,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Fremont,Development Opportunities- Starpoint,"$39,426.00",Canon City,Program,,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Fremont,Canon City Schools Fremont RE-1,"$18,000.00",Canon City,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Lake,Wee Care of Lake City,"$50,000.00",Lake City,Capital,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Lake,Lake County School District R-1,"$39,000.00",Leadville,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Park,Park County School District RE-2,"$35,000.00",Fairplay,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Park,Boys & Girls Club of South Park,"$15,000.00",Fairplay,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Park,Bristlecone Montessori School,"$11,000.00",Alma,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Summit,Summit County Family Resource Center,"$45,000.00",Dillon,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Summit,Summit County Department of Human Services,"$7,000.00",Frisco,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Summit,"Zoomers, Inc.","$5,000.00",Dillon,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Teller,Community Coalition for Families and Children,"$12,000.00",Divide,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Heart of CO,Teller,Child Care Connections,"$4,600.00",Divide,Student Aid/Scholarship,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Kit Carson,"Dynamic Dimensions, Inc.","$10,000.00",Burlington,Not Provided,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Lincoln,Limon Child Development Center,"$35,000.00",Limon,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Centennial Mental Health Center, Inc.","$45,000.00",Sterling,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"The Early Childhood Council of Logan, Phillips & Sedgwick Counties","$35,000.00",Sterling,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeastern Junior College Foundation,"$20,000.00",Sterling,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Morgan County Family Center,"$15,000.00",Fort Morgan,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,"Iliff Community Center, Inc.","$12,000.00",Iliff,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Logan,Northeast Colorado Health Department,"$7,500.00",Sterling,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County Early Childhood Council,"$35,000.00",Fort Morgan,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Morgan County School District RE-3,"$25,000.00",Fort Morgan,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Morgan,Wiggins School District RE-50J,"$20,000.00",Wiggins,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Phillips,"Phillips County Family Education Services, Inc.","$11,000.00",Holyoke,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Sedgwick,Julesburg School District RE-1,"$3,000.00",Julesburg,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Woodlin School District R-104,"$15,000.00",Woodrow,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Akron United Methodist Church,"$10,000.00",Akron,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Washington,Otis Public Schools,"$9,000.00",Otis,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Regional Home Visitation Program,"$45,000.00",Yuma,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,"$30,000.00",Yuma,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Wray Community Child Care Center,"$20,000.00",Wray,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,"$15,000.00",Yuma,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northeast,Yuma,Rural Communities Resource Center,"$15,000.00",Yuma,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Fraser Creative Learning Center,"$19,600.00",Fraser,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Church of the Eternal Hills,"$15,000.00",Tabernash,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Grand Beginnings,"$15,000.00",Hot Sulphur Springs,General Operating,,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,Boys & Girls Clubs of Craig,"$26,250.00",Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,"Connections 4 Kids, Moffat County","$15,000.00",Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,First Impressions of Routt County,"$47,000.00",Steamboat Springs,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,Steamboat Springs Discovery Learning Center,"$35,000.00",Steamboat Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Tenderfoot Child & Family Development Center,"$28,000.00",Gunnison,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Stepping Stones Children's Center,"$20,000.00",Crested Butte,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Paradise Place,"$15,000.00",Crested Butte,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Community Foundation of the Gunnison Valley,"$10,000.00",Gunnison,General Operating,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Gunnison Hinsdale Early Childhood Council,"$10,000.00",Gunnison,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Western State College Foundation,"$10,000.00",Gunnison,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Gunnison County Department of Health and Human Services,"$8,000.00",Gunnison,Program,Health                                                                     ,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,Gunnison County Library District,"$5,000.00",Gunnison,Program,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Gunnison,"Six Points Evaluation and Training, Inc.","$5,000.00",Gunnison,Capital,,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Paradox Valley School,"$8,000.00",Paradox,General Operating,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,Paradox Valley School,"$30,180.00",Paradox,Capital,Education,,,,,
Temple Hoyne Buell Foundation,2012,SanJuan,Montrose,"Black Canyon Boys & Girls Club, Inc.","$25,000.00",Montrose,Program,Children and Youth Services,,,,,
